{'baseline-error': 0.1105, 'self-trained-error': 0.0935, 'p': 0.1, 'mu': 3, 'iter': 50}
{'baseline-error': 0.1305, 'self-trained-error': 0.09, 'p': 0.1, 'mu': 3, 'iter': 51}
{'baseline-error': 0.031, 'self-trained-error': 0.0135, 'p': 0.1, 'mu': 3, 'iter': 52}
{'baseline-error': 0.049, 'self-trained-error': 0.02, 'p': 0.1, 'mu': 3, 'iter': 53}
{'baseline-error': 0.0805, 'self-trained-error': 0.066, 'p': 0.1, 'mu': 3, 'iter': 54}
{'baseline-error': 0.059, 'self-trained-error': 0.0255, 'p': 0.1, 'mu': 3, 'iter': 55}
{'baseline-error': 0.178, 'self-trained-error': 0.147, 'p': 0.1, 'mu': 3, 'iter': 56}
{'baseline-error': 0.0625, 'self-trained-error': 0.0405, 'p': 0.1, 'mu': 3, 'iter': 57}
{'baseline-error': 0.05, 'self-trained-error': 0.03, 'p': 0.1, 'mu': 3, 'iter': 58}
{'baseline-error': 0.0425, 'self-trained-error': 0.02, 'p': 0.1, 'mu': 3, 'iter': 59}
{'baseline-error': 0.026, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 60}
{'baseline-error': 0.0735, 'self-trained-error': 0.0245, 'p': 0.1, 'mu': 3, 'iter': 61}
{'baseline-error': 0.076, 'self-trained-error': 0.024, 'p': 0.1, 'mu': 3, 'iter': 62}
{'baseline-error': 0.088, 'self-trained-error': 0.0395, 'p': 0.1, 'mu': 3, 'iter': 63}
{'baseline-error': 0.1165, 'self-trained-error': 0.0975, 'p': 0.1, 'mu': 3, 'iter': 64}
{'baseline-error': 0.033, 'self-trained-error': 0.0175, 'p': 0.1, 'mu': 3, 'iter': 65}
{'baseline-error': 0.042, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 66}
{'baseline-error': 0.084, 'self-trained-error': 0.036, 'p': 0.1, 'mu': 3, 'iter': 67}
{'baseline-error': 0.0555, 'self-trained-error': 0.025, 'p': 0.1, 'mu': 3, 'iter': 68}
{'baseline-error': 0.083, 'self-trained-error': 0.081, 'p': 0.1, 'mu': 3, 'iter': 69}
{'baseline-error': 0.0465, 'self-trained-error': 0.0315, 'p': 0.1, 'mu': 3, 'iter': 70}
{'baseline-error': 0.087, 'self-trained-error': 0.058, 'p': 0.1, 'mu': 3, 'iter': 71}
{'baseline-error': 0.05, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 72}
{'baseline-error': 0.037, 'self-trained-error': 0.02, 'p': 0.1, 'mu': 3, 'iter': 73}
{'baseline-error': 0.091, 'self-trained-error': 0.0715, 'p': 0.1, 'mu': 3, 'iter': 74}
{'baseline-error': 0.0325, 'self-trained-error': 0.0295, 'p': 0.1, 'mu': 3, 'iter': 75}
{'baseline-error': 0.056, 'self-trained-error': 0.0295, 'p': 0.1, 'mu': 3, 'iter': 76}
{'baseline-error': 0.046, 'self-trained-error': 0.023, 'p': 0.1, 'mu': 3, 'iter': 77}
{'baseline-error': 0.0495, 'self-trained-error': 0.023, 'p': 0.1, 'mu': 3, 'iter': 78}
{'baseline-error': 0.044, 'self-trained-error': 0.0255, 'p': 0.1, 'mu': 3, 'iter': 79}
{'baseline-error': 0.055, 'self-trained-error': 0.03, 'p': 0.1, 'mu': 3, 'iter': 80}
{'baseline-error': 0.046, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 81}
{'baseline-error': 0.053, 'self-trained-error': 0.0205, 'p': 0.1, 'mu': 3, 'iter': 82}
{'baseline-error': 0.029, 'self-trained-error': 0.0175, 'p': 0.1, 'mu': 3, 'iter': 83}
{'baseline-error': 0.0275, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 84}
{'baseline-error': 0.0345, 'self-trained-error': 0.017, 'p': 0.1, 'mu': 3, 'iter': 85}
{'baseline-error': 0.035, 'self-trained-error': 0.0335, 'p': 0.1, 'mu': 3, 'iter': 86}
{'baseline-error': 0.048, 'self-trained-error': 0.0195, 'p': 0.1, 'mu': 3, 'iter': 87}
{'baseline-error': 0.0505, 'self-trained-error': 0.0425, 'p': 0.1, 'mu': 3, 'iter': 88}
{'baseline-error': 0.04, 'self-trained-error': 0.017, 'p': 0.1, 'mu': 3, 'iter': 89}
{'baseline-error': 0.0375, 'self-trained-error': 0.021, 'p': 0.1, 'mu': 3, 'iter': 90}
{'baseline-error': 0.0265, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 91}
{'baseline-error': 0.033, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 92}
{'baseline-error': 0.046, 'self-trained-error': 0.03, 'p': 0.1, 'mu': 3, 'iter': 93}
{'baseline-error': 0.0385, 'self-trained-error': 0.024, 'p': 0.1, 'mu': 3, 'iter': 94}
{'baseline-error': 0.077, 'self-trained-error': 0.0215, 'p': 0.1, 'mu': 3, 'iter': 95}
{'baseline-error': 0.0455, 'self-trained-error': 0.015, 'p': 0.1, 'mu': 3, 'iter': 96}
{'baseline-error': 0.0495, 'self-trained-error': 0.0265, 'p': 0.1, 'mu': 3, 'iter': 97}
{'baseline-error': 0.0385, 'self-trained-error': 0.018, 'p': 0.1, 'mu': 3, 'iter': 98}
{'baseline-error': 0.037, 'self-trained-error': 0.02, 'p': 0.1, 'mu': 3, 'iter': 99}
