{'baseline-error': 0.095, 'self-trained-error': 0.084, 'p': 0.20000000000000004, 'mu': 2, 'iter': 200}
{'baseline-error': 0.096, 'self-trained-error': 0.084, 'p': 0.20000000000000004, 'mu': 2, 'iter': 201}
{'baseline-error': 0.146, 'self-trained-error': 0.147, 'p': 0.20000000000000004, 'mu': 2, 'iter': 202}
{'baseline-error': 0.1, 'self-trained-error': 0.08, 'p': 0.20000000000000004, 'mu': 2, 'iter': 203}
{'baseline-error': 0.1225, 'self-trained-error': 0.1105, 'p': 0.20000000000000004, 'mu': 2, 'iter': 204}
{'baseline-error': 0.097, 'self-trained-error': 0.092, 'p': 0.20000000000000004, 'mu': 2, 'iter': 205}
{'baseline-error': 0.114, 'self-trained-error': 0.1005, 'p': 0.20000000000000004, 'mu': 2, 'iter': 206}
{'baseline-error': 0.0785, 'self-trained-error': 0.071, 'p': 0.20000000000000004, 'mu': 2, 'iter': 207}
{'baseline-error': 0.112, 'self-trained-error': 0.0845, 'p': 0.20000000000000004, 'mu': 2, 'iter': 208}
{'baseline-error': 0.087, 'self-trained-error': 0.0865, 'p': 0.20000000000000004, 'mu': 2, 'iter': 209}
{'baseline-error': 0.1025, 'self-trained-error': 0.104, 'p': 0.20000000000000004, 'mu': 2, 'iter': 210}
{'baseline-error': 0.0975, 'self-trained-error': 0.0945, 'p': 0.20000000000000004, 'mu': 2, 'iter': 211}
{'baseline-error': 0.098, 'self-trained-error': 0.089, 'p': 0.20000000000000004, 'mu': 2, 'iter': 212}
{'baseline-error': 0.121, 'self-trained-error': 0.1065, 'p': 0.20000000000000004, 'mu': 2, 'iter': 213}
{'baseline-error': 0.0915, 'self-trained-error': 0.087, 'p': 0.20000000000000004, 'mu': 2, 'iter': 214}
{'baseline-error': 0.0875, 'self-trained-error': 0.08, 'p': 0.20000000000000004, 'mu': 2, 'iter': 215}
{'baseline-error': 0.136, 'self-trained-error': 0.1145, 'p': 0.20000000000000004, 'mu': 2, 'iter': 216}
{'baseline-error': 0.1225, 'self-trained-error': 0.1095, 'p': 0.20000000000000004, 'mu': 2, 'iter': 217}
{'baseline-error': 0.116, 'self-trained-error': 0.112, 'p': 0.20000000000000004, 'mu': 2, 'iter': 218}
{'baseline-error': 0.1185, 'self-trained-error': 0.1065, 'p': 0.20000000000000004, 'mu': 2, 'iter': 219}
{'baseline-error': 0.1, 'self-trained-error': 0.092, 'p': 0.20000000000000004, 'mu': 2, 'iter': 220}
{'baseline-error': 0.1235, 'self-trained-error': 0.123, 'p': 0.20000000000000004, 'mu': 2, 'iter': 221}
{'baseline-error': 0.1025, 'self-trained-error': 0.0955, 'p': 0.20000000000000004, 'mu': 2, 'iter': 222}
{'baseline-error': 0.102, 'self-trained-error': 0.0905, 'p': 0.20000000000000004, 'mu': 2, 'iter': 223}
{'baseline-error': 0.149, 'self-trained-error': 0.1495, 'p': 0.20000000000000004, 'mu': 2, 'iter': 224}
{'baseline-error': 0.1225, 'self-trained-error': 0.11, 'p': 0.20000000000000004, 'mu': 2, 'iter': 225}
{'baseline-error': 0.0995, 'self-trained-error': 0.089, 'p': 0.20000000000000004, 'mu': 2, 'iter': 226}
{'baseline-error': 0.103, 'self-trained-error': 0.102, 'p': 0.20000000000000004, 'mu': 2, 'iter': 227}
{'baseline-error': 0.1115, 'self-trained-error': 0.0995, 'p': 0.20000000000000004, 'mu': 2, 'iter': 228}
{'baseline-error': 0.1, 'self-trained-error': 0.1, 'p': 0.20000000000000004, 'mu': 2, 'iter': 229}
{'baseline-error': 0.1355, 'self-trained-error': 0.123, 'p': 0.20000000000000004, 'mu': 2, 'iter': 230}
