{'baseline-error': 0.0265, 'self-trained-error': 0.0235, 'p': 0.1, 'mu': 3, 'iter': 250}
{'baseline-error': 0.03, 'self-trained-error': 0.0195, 'p': 0.1, 'mu': 3, 'iter': 251}
{'baseline-error': 0.042, 'self-trained-error': 0.0245, 'p': 0.1, 'mu': 3, 'iter': 252}
{'baseline-error': 0.055, 'self-trained-error': 0.034, 'p': 0.1, 'mu': 3, 'iter': 253}
{'baseline-error': 0.0605, 'self-trained-error': 0.0265, 'p': 0.1, 'mu': 3, 'iter': 254}
{'baseline-error': 0.0425, 'self-trained-error': 0.0165, 'p': 0.1, 'mu': 3, 'iter': 255}
{'baseline-error': 0.047, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 256}
{'baseline-error': 0.073, 'self-trained-error': 0.0305, 'p': 0.1, 'mu': 3, 'iter': 257}
{'baseline-error': 0.0335, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 258}
{'baseline-error': 0.0495, 'self-trained-error': 0.0155, 'p': 0.1, 'mu': 3, 'iter': 259}
{'baseline-error': 0.0465, 'self-trained-error': 0.034, 'p': 0.1, 'mu': 3, 'iter': 260}
{'baseline-error': 0.0475, 'self-trained-error': 0.0275, 'p': 0.1, 'mu': 3, 'iter': 261}
{'baseline-error': 0.0475, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 262}
{'baseline-error': 0.0245, 'self-trained-error': 0.024, 'p': 0.1, 'mu': 3, 'iter': 263}
{'baseline-error': 0.0445, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 264}
{'baseline-error': 0.0435, 'self-trained-error': 0.0405, 'p': 0.1, 'mu': 3, 'iter': 265}
{'baseline-error': 0.0235, 'self-trained-error': 0.0165, 'p': 0.1, 'mu': 3, 'iter': 266}
{'baseline-error': 0.0305, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 267}
{'baseline-error': 0.032, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 268}
{'baseline-error': 0.035, 'self-trained-error': 0.0215, 'p': 0.1, 'mu': 3, 'iter': 269}
{'baseline-error': 0.076, 'self-trained-error': 0.042, 'p': 0.1, 'mu': 3, 'iter': 270}
{'baseline-error': 0.0415, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 271}
{'baseline-error': 0.04, 'self-trained-error': 0.0095, 'p': 0.1, 'mu': 3, 'iter': 272}
{'baseline-error': 0.052, 'self-trained-error': 0.02, 'p': 0.1, 'mu': 3, 'iter': 273}
{'baseline-error': 0.043, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 274}
{'baseline-error': 0.046, 'self-trained-error': 0.0205, 'p': 0.1, 'mu': 3, 'iter': 275}
{'baseline-error': 0.144, 'self-trained-error': 0.139, 'p': 0.1, 'mu': 3, 'iter': 276}
{'baseline-error': 0.0585, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 277}
{'baseline-error': 0.095, 'self-trained-error': 0.042, 'p': 0.1, 'mu': 3, 'iter': 278}
{'baseline-error': 0.029, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 279}
{'baseline-error': 0.0635, 'self-trained-error': 0.038, 'p': 0.1, 'mu': 3, 'iter': 280}
{'baseline-error': 0.0415, 'self-trained-error': 0.023, 'p': 0.1, 'mu': 3, 'iter': 281}
{'baseline-error': 0.032, 'self-trained-error': 0.0195, 'p': 0.1, 'mu': 3, 'iter': 282}
{'baseline-error': 0.036, 'self-trained-error': 0.017, 'p': 0.1, 'mu': 3, 'iter': 283}
{'baseline-error': 0.0425, 'self-trained-error': 0.021, 'p': 0.1, 'mu': 3, 'iter': 284}
{'baseline-error': 0.049, 'self-trained-error': 0.0415, 'p': 0.1, 'mu': 3, 'iter': 285}
{'baseline-error': 0.064, 'self-trained-error': 0.0355, 'p': 0.1, 'mu': 3, 'iter': 286}
{'baseline-error': 0.033, 'self-trained-error': 0.0285, 'p': 0.1, 'mu': 3, 'iter': 287}
{'baseline-error': 0.0315, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 288}
{'baseline-error': 0.075, 'self-trained-error': 0.023, 'p': 0.1, 'mu': 3, 'iter': 289}
{'baseline-error': 0.0565, 'self-trained-error': 0.053, 'p': 0.1, 'mu': 3, 'iter': 290}
{'baseline-error': 0.0215, 'self-trained-error': 0.0155, 'p': 0.1, 'mu': 3, 'iter': 291}
{'baseline-error': 0.0335, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 292}
{'baseline-error': 0.0575, 'self-trained-error': 0.014, 'p': 0.1, 'mu': 3, 'iter': 293}
{'baseline-error': 0.0505, 'self-trained-error': 0.0245, 'p': 0.1, 'mu': 3, 'iter': 294}
{'baseline-error': 0.045, 'self-trained-error': 0.0205, 'p': 0.1, 'mu': 3, 'iter': 295}
{'baseline-error': 0.0875, 'self-trained-error': 0.0795, 'p': 0.1, 'mu': 3, 'iter': 296}
{'baseline-error': 0.0945, 'self-trained-error': 0.0315, 'p': 0.1, 'mu': 3, 'iter': 297}
{'baseline-error': 0.064, 'self-trained-error': 0.025, 'p': 0.1, 'mu': 3, 'iter': 298}
{'baseline-error': 0.091, 'self-trained-error': 0.0475, 'p': 0.1, 'mu': 3, 'iter': 299}
