{'baseline-error': 0.077, 'self-trained-error': 0.076, 'p': 0.40000000000000013, 'mu': 2, 'iter': 350}
{'baseline-error': 0.092, 'self-trained-error': 0.093, 'p': 0.40000000000000013, 'mu': 2, 'iter': 374}
{'baseline-error': 0.0825, 'self-trained-error': 0.085, 'p': 0.40000000000000013, 'mu': 2, 'iter': 375}
{'baseline-error': 0.096, 'self-trained-error': 0.0975, 'p': 0.40000000000000013, 'mu': 2, 'iter': 376}
{'baseline-error': 0.075, 'self-trained-error': 0.076, 'p': 0.40000000000000013, 'mu': 2, 'iter': 377}
{'baseline-error': 0.0815, 'self-trained-error': 0.083, 'p': 0.40000000000000013, 'mu': 2, 'iter': 378}
{'baseline-error': 0.0775, 'self-trained-error': 0.0745, 'p': 0.40000000000000013, 'mu': 2, 'iter': 379}
{'baseline-error': 0.0915, 'self-trained-error': 0.085, 'p': 0.40000000000000013, 'mu': 2, 'iter': 380}
{'baseline-error': 0.0905, 'self-trained-error': 0.0925, 'p': 0.40000000000000013, 'mu': 2, 'iter': 381}
{'baseline-error': 0.0735, 'self-trained-error': 0.0765, 'p': 0.40000000000000013, 'mu': 2, 'iter': 382}
{'baseline-error': 0.0775, 'self-trained-error': 0.0775, 'p': 0.40000000000000013, 'mu': 2, 'iter': 383}
{'baseline-error': 0.089, 'self-trained-error': 0.084, 'p': 0.40000000000000013, 'mu': 2, 'iter': 384}
{'baseline-error': 0.0845, 'self-trained-error': 0.083, 'p': 0.40000000000000013, 'mu': 2, 'iter': 385}
{'baseline-error': 0.0785, 'self-trained-error': 0.0715, 'p': 0.40000000000000013, 'mu': 2, 'iter': 386}
{'baseline-error': 0.0825, 'self-trained-error': 0.0845, 'p': 0.40000000000000013, 'mu': 2, 'iter': 387}
{'baseline-error': 0.101, 'self-trained-error': 0.1015, 'p': 0.40000000000000013, 'mu': 2, 'iter': 388}
{'baseline-error': 0.0745, 'self-trained-error': 0.0735, 'p': 0.40000000000000013, 'mu': 2, 'iter': 389}
{'baseline-error': 0.0885, 'self-trained-error': 0.0885, 'p': 0.40000000000000013, 'mu': 2, 'iter': 390}
{'baseline-error': 0.0785, 'self-trained-error': 0.079, 'p': 0.40000000000000013, 'mu': 2, 'iter': 391}
{'baseline-error': 0.078, 'self-trained-error': 0.0815, 'p': 0.40000000000000013, 'mu': 2, 'iter': 392}
{'baseline-error': 0.084, 'self-trained-error': 0.081, 'p': 0.40000000000000013, 'mu': 2, 'iter': 393}
{'baseline-error': 0.08, 'self-trained-error': 0.0835, 'p': 0.40000000000000013, 'mu': 2, 'iter': 394}
{'baseline-error': 0.0825, 'self-trained-error': 0.082, 'p': 0.40000000000000013, 'mu': 2, 'iter': 395}
{'baseline-error': 0.0925, 'self-trained-error': 0.09, 'p': 0.40000000000000013, 'mu': 2, 'iter': 396}
{'baseline-error': 0.081, 'self-trained-error': 0.0805, 'p': 0.40000000000000013, 'mu': 2, 'iter': 397}
{'baseline-error': 0.081, 'self-trained-error': 0.078, 'p': 0.40000000000000013, 'mu': 2, 'iter': 398}
{'baseline-error': 0.0665, 'self-trained-error': 0.064, 'p': 0.40000000000000013, 'mu': 2, 'iter': 399}
