{'baseline-error': 0.0985, 'self-trained-error': 0.0985, 'p': 0.20000000000000004, 'mu': 2, 'iter': 0}
{'baseline-error': 0.1175, 'self-trained-error': 0.1165, 'p': 0.20000000000000004, 'mu': 2, 'iter': 23}
{'baseline-error': 0.119, 'self-trained-error': 0.1155, 'p': 0.20000000000000004, 'mu': 2, 'iter': 24}
{'baseline-error': 0.1375, 'self-trained-error': 0.138, 'p': 0.20000000000000004, 'mu': 2, 'iter': 25}
{'baseline-error': 0.1565, 'self-trained-error': 0.1495, 'p': 0.20000000000000004, 'mu': 2, 'iter': 26}
{'baseline-error': 0.104, 'self-trained-error': 0.084, 'p': 0.20000000000000004, 'mu': 2, 'iter': 27}
{'baseline-error': 0.122, 'self-trained-error': 0.122, 'p': 0.20000000000000004, 'mu': 2, 'iter': 28}
{'baseline-error': 0.0805, 'self-trained-error': 0.0775, 'p': 0.20000000000000004, 'mu': 2, 'iter': 29}
{'baseline-error': 0.0955, 'self-trained-error': 0.086, 'p': 0.20000000000000004, 'mu': 2, 'iter': 30}
{'baseline-error': 0.1455, 'self-trained-error': 0.129, 'p': 0.20000000000000004, 'mu': 2, 'iter': 31}
{'baseline-error': 0.1045, 'self-trained-error': 0.0945, 'p': 0.20000000000000004, 'mu': 2, 'iter': 32}
{'baseline-error': 0.096, 'self-trained-error': 0.094, 'p': 0.20000000000000004, 'mu': 2, 'iter': 33}
{'baseline-error': 0.1175, 'self-trained-error': 0.1, 'p': 0.20000000000000004, 'mu': 2, 'iter': 34}
{'baseline-error': 0.1285, 'self-trained-error': 0.103, 'p': 0.20000000000000004, 'mu': 2, 'iter': 35}
{'baseline-error': 0.092, 'self-trained-error': 0.0765, 'p': 0.20000000000000004, 'mu': 2, 'iter': 36}
{'baseline-error': 0.123, 'self-trained-error': 0.123, 'p': 0.20000000000000004, 'mu': 2, 'iter': 37}
{'baseline-error': 0.1165, 'self-trained-error': 0.115, 'p': 0.20000000000000004, 'mu': 2, 'iter': 38}
{'baseline-error': 0.109, 'self-trained-error': 0.1005, 'p': 0.20000000000000004, 'mu': 2, 'iter': 39}
{'baseline-error': 0.083, 'self-trained-error': 0.077, 'p': 0.20000000000000004, 'mu': 2, 'iter': 40}
{'baseline-error': 0.1255, 'self-trained-error': 0.1205, 'p': 0.20000000000000004, 'mu': 2, 'iter': 41}
{'baseline-error': 0.1305, 'self-trained-error': 0.1015, 'p': 0.20000000000000004, 'mu': 2, 'iter': 42}
{'baseline-error': 0.1435, 'self-trained-error': 0.1305, 'p': 0.20000000000000004, 'mu': 2, 'iter': 43}
{'baseline-error': 0.1105, 'self-trained-error': 0.0805, 'p': 0.20000000000000004, 'mu': 2, 'iter': 44}
{'baseline-error': 0.118, 'self-trained-error': 0.101, 'p': 0.20000000000000004, 'mu': 2, 'iter': 45}
{'baseline-error': 0.0915, 'self-trained-error': 0.095, 'p': 0.20000000000000004, 'mu': 2, 'iter': 46}
{'baseline-error': 0.1125, 'self-trained-error': 0.0855, 'p': 0.20000000000000004, 'mu': 2, 'iter': 47}
{'baseline-error': 0.0925, 'self-trained-error': 0.0855, 'p': 0.20000000000000004, 'mu': 2, 'iter': 48}
{'baseline-error': 0.124, 'self-trained-error': 0.1105, 'p': 0.20000000000000004, 'mu': 2, 'iter': 49}
