{'baseline-error': 0.1105, 'self-trained-error': 0.1115, 'p': 0.20000000000000004, 'mu': 2, 'iter': 100}
{'baseline-error': 0.106, 'self-trained-error': 0.0945, 'p': 0.20000000000000004, 'mu': 2, 'iter': 136}
{'baseline-error': 0.135, 'self-trained-error': 0.12, 'p': 0.20000000000000004, 'mu': 2, 'iter': 137}
{'baseline-error': 0.0975, 'self-trained-error': 0.088, 'p': 0.20000000000000004, 'mu': 2, 'iter': 138}
{'baseline-error': 0.1015, 'self-trained-error': 0.09, 'p': 0.20000000000000004, 'mu': 2, 'iter': 139}
{'baseline-error': 0.136, 'self-trained-error': 0.129, 'p': 0.20000000000000004, 'mu': 2, 'iter': 140}
{'baseline-error': 0.133, 'self-trained-error': 0.144, 'p': 0.20000000000000004, 'mu': 2, 'iter': 141}
{'baseline-error': 0.1605, 'self-trained-error': 0.1255, 'p': 0.20000000000000004, 'mu': 2, 'iter': 142}
{'baseline-error': 0.1605, 'self-trained-error': 0.1435, 'p': 0.20000000000000004, 'mu': 2, 'iter': 143}
{'baseline-error': 0.124, 'self-trained-error': 0.111, 'p': 0.20000000000000004, 'mu': 2, 'iter': 144}
{'baseline-error': 0.113, 'self-trained-error': 0.11, 'p': 0.20000000000000004, 'mu': 2, 'iter': 145}
{'baseline-error': 0.1005, 'self-trained-error': 0.102, 'p': 0.20000000000000004, 'mu': 2, 'iter': 146}
{'baseline-error': 0.144, 'self-trained-error': 0.13, 'p': 0.20000000000000004, 'mu': 2, 'iter': 147}
{'baseline-error': 0.1305, 'self-trained-error': 0.13, 'p': 0.20000000000000004, 'mu': 2, 'iter': 148}
{'baseline-error': 0.0965, 'self-trained-error': 0.0775, 'p': 0.20000000000000004, 'mu': 2, 'iter': 149}
