{'baseline-error': 0.1105, 'self-trained-error': 0.1115, 'p': 0.20000000000000004, 'mu': 2, 'iter': 100}
{'baseline-error': 0.11, 'self-trained-error': 0.1105, 'p': 0.20000000000000004, 'mu': 2, 'iter': 101}
{'baseline-error': 0.149, 'self-trained-error': 0.1485, 'p': 0.20000000000000004, 'mu': 2, 'iter': 102}
{'baseline-error': 0.1185, 'self-trained-error': 0.1185, 'p': 0.20000000000000004, 'mu': 2, 'iter': 103}
{'baseline-error': 0.1465, 'self-trained-error': 0.1365, 'p': 0.20000000000000004, 'mu': 2, 'iter': 104}
{'baseline-error': 0.153, 'self-trained-error': 0.123, 'p': 0.20000000000000004, 'mu': 2, 'iter': 105}
{'baseline-error': 0.1395, 'self-trained-error': 0.113, 'p': 0.20000000000000004, 'mu': 2, 'iter': 106}
{'baseline-error': 0.111, 'self-trained-error': 0.1115, 'p': 0.20000000000000004, 'mu': 2, 'iter': 107}
{'baseline-error': 0.1545, 'self-trained-error': 0.13, 'p': 0.20000000000000004, 'mu': 2, 'iter': 108}
{'baseline-error': 0.1445, 'self-trained-error': 0.129, 'p': 0.20000000000000004, 'mu': 2, 'iter': 109}
{'baseline-error': 0.113, 'self-trained-error': 0.099, 'p': 0.20000000000000004, 'mu': 2, 'iter': 110}
{'baseline-error': 0.097, 'self-trained-error': 0.0865, 'p': 0.20000000000000004, 'mu': 2, 'iter': 111}
{'baseline-error': 0.129, 'self-trained-error': 0.0865, 'p': 0.20000000000000004, 'mu': 2, 'iter': 112}
{'baseline-error': 0.1, 'self-trained-error': 0.094, 'p': 0.20000000000000004, 'mu': 2, 'iter': 113}
{'baseline-error': 0.105, 'self-trained-error': 0.0865, 'p': 0.20000000000000004, 'mu': 2, 'iter': 114}
{'baseline-error': 0.1165, 'self-trained-error': 0.106, 'p': 0.20000000000000004, 'mu': 2, 'iter': 115}
{'baseline-error': 0.107, 'self-trained-error': 0.1005, 'p': 0.20000000000000004, 'mu': 2, 'iter': 116}
{'baseline-error': 0.1105, 'self-trained-error': 0.0975, 'p': 0.20000000000000004, 'mu': 2, 'iter': 117}
{'baseline-error': 0.103, 'self-trained-error': 0.095, 'p': 0.20000000000000004, 'mu': 2, 'iter': 118}
{'baseline-error': 0.179, 'self-trained-error': 0.169, 'p': 0.20000000000000004, 'mu': 2, 'iter': 119}
{'baseline-error': 0.078, 'self-trained-error': 0.0775, 'p': 0.20000000000000004, 'mu': 2, 'iter': 120}
{'baseline-error': 0.113, 'self-trained-error': 0.1065, 'p': 0.20000000000000004, 'mu': 2, 'iter': 121}
{'baseline-error': 0.105, 'self-trained-error': 0.106, 'p': 0.20000000000000004, 'mu': 2, 'iter': 122}
{'baseline-error': 0.099, 'self-trained-error': 0.086, 'p': 0.20000000000000004, 'mu': 2, 'iter': 123}
{'baseline-error': 0.1625, 'self-trained-error': 0.154, 'p': 0.20000000000000004, 'mu': 2, 'iter': 124}
{'baseline-error': 0.111, 'self-trained-error': 0.0995, 'p': 0.20000000000000004, 'mu': 2, 'iter': 125}
{'baseline-error': 0.0915, 'self-trained-error': 0.0775, 'p': 0.20000000000000004, 'mu': 2, 'iter': 126}
{'baseline-error': 0.138, 'self-trained-error': 0.128, 'p': 0.20000000000000004, 'mu': 2, 'iter': 127}
{'baseline-error': 0.1245, 'self-trained-error': 0.125, 'p': 0.20000000000000004, 'mu': 2, 'iter': 128}
{'baseline-error': 0.137, 'self-trained-error': 0.1335, 'p': 0.20000000000000004, 'mu': 2, 'iter': 129}
{'baseline-error': 0.114, 'self-trained-error': 0.1005, 'p': 0.20000000000000004, 'mu': 2, 'iter': 130}
{'baseline-error': 0.092, 'self-trained-error': 0.078, 'p': 0.20000000000000004, 'mu': 2, 'iter': 131}
{'baseline-error': 0.147, 'self-trained-error': 0.1315, 'p': 0.20000000000000004, 'mu': 2, 'iter': 132}
{'baseline-error': 0.137, 'self-trained-error': 0.1275, 'p': 0.20000000000000004, 'mu': 2, 'iter': 133}
{'baseline-error': 0.126, 'self-trained-error': 0.1305, 'p': 0.20000000000000004, 'mu': 2, 'iter': 134}
{'baseline-error': 0.129, 'self-trained-error': 0.1245, 'p': 0.20000000000000004, 'mu': 2, 'iter': 135}
