{'baseline-error': 0.1145, 'self-trained-error': 0.108, 'p': 0.15000000000000002, 'mu': 2, 'iter': 50}
{'baseline-error': 0.161, 'self-trained-error': 0.1305, 'p': 0.15000000000000002, 'mu': 2, 'iter': 51}
{'baseline-error': 0.1455, 'self-trained-error': 0.1465, 'p': 0.15000000000000002, 'mu': 2, 'iter': 52}
{'baseline-error': 0.129, 'self-trained-error': 0.0935, 'p': 0.15000000000000002, 'mu': 2, 'iter': 53}
{'baseline-error': 0.104, 'self-trained-error': 0.095, 'p': 0.15000000000000002, 'mu': 2, 'iter': 54}
{'baseline-error': 0.1685, 'self-trained-error': 0.17, 'p': 0.15000000000000002, 'mu': 2, 'iter': 55}
{'baseline-error': 0.148, 'self-trained-error': 0.1385, 'p': 0.15000000000000002, 'mu': 2, 'iter': 56}
{'baseline-error': 0.14, 'self-trained-error': 0.133, 'p': 0.15000000000000002, 'mu': 2, 'iter': 57}
{'baseline-error': 0.147, 'self-trained-error': 0.1415, 'p': 0.15000000000000002, 'mu': 2, 'iter': 58}
{'baseline-error': 0.1465, 'self-trained-error': 0.1525, 'p': 0.15000000000000002, 'mu': 2, 'iter': 59}
{'baseline-error': 0.095, 'self-trained-error': 0.092, 'p': 0.15000000000000002, 'mu': 2, 'iter': 60}
{'baseline-error': 0.1515, 'self-trained-error': 0.1605, 'p': 0.15000000000000002, 'mu': 2, 'iter': 61}
{'baseline-error': 0.1435, 'self-trained-error': 0.135, 'p': 0.15000000000000002, 'mu': 2, 'iter': 62}
{'baseline-error': 0.1475, 'self-trained-error': 0.151, 'p': 0.15000000000000002, 'mu': 2, 'iter': 63}
{'baseline-error': 0.1515, 'self-trained-error': 0.1485, 'p': 0.15000000000000002, 'mu': 2, 'iter': 64}
{'baseline-error': 0.152, 'self-trained-error': 0.1445, 'p': 0.15000000000000002, 'mu': 2, 'iter': 65}
{'baseline-error': 0.135, 'self-trained-error': 0.123, 'p': 0.15000000000000002, 'mu': 2, 'iter': 66}
{'baseline-error': 0.1175, 'self-trained-error': 0.095, 'p': 0.15000000000000002, 'mu': 2, 'iter': 67}
{'baseline-error': 0.1975, 'self-trained-error': 0.1845, 'p': 0.15000000000000002, 'mu': 2, 'iter': 68}
{'baseline-error': 0.127, 'self-trained-error': 0.127, 'p': 0.15000000000000002, 'mu': 2, 'iter': 69}
{'baseline-error': 0.17, 'self-trained-error': 0.127, 'p': 0.15000000000000002, 'mu': 2, 'iter': 70}
{'baseline-error': 0.1, 'self-trained-error': 0.1, 'p': 0.15000000000000002, 'mu': 2, 'iter': 71}
{'baseline-error': 0.114, 'self-trained-error': 0.1025, 'p': 0.15000000000000002, 'mu': 2, 'iter': 72}
{'baseline-error': 0.089, 'self-trained-error': 0.086, 'p': 0.15000000000000002, 'mu': 2, 'iter': 73}
{'baseline-error': 0.0945, 'self-trained-error': 0.081, 'p': 0.15000000000000002, 'mu': 2, 'iter': 74}
{'baseline-error': 0.114, 'self-trained-error': 0.1085, 'p': 0.15000000000000002, 'mu': 2, 'iter': 75}
{'baseline-error': 0.145, 'self-trained-error': 0.145, 'p': 0.15000000000000002, 'mu': 2, 'iter': 76}
{'baseline-error': 0.108, 'self-trained-error': 0.093, 'p': 0.15000000000000002, 'mu': 2, 'iter': 77}
{'baseline-error': 0.1305, 'self-trained-error': 0.1215, 'p': 0.15000000000000002, 'mu': 2, 'iter': 78}
{'baseline-error': 0.1635, 'self-trained-error': 0.1345, 'p': 0.15000000000000002, 'mu': 2, 'iter': 79}
{'baseline-error': 0.182, 'self-trained-error': 0.176, 'p': 0.15000000000000002, 'mu': 2, 'iter': 80}
{'baseline-error': 0.135, 'self-trained-error': 0.1015, 'p': 0.15000000000000002, 'mu': 2, 'iter': 81}
{'baseline-error': 0.161, 'self-trained-error': 0.15, 'p': 0.15000000000000002, 'mu': 2, 'iter': 82}
{'baseline-error': 0.174, 'self-trained-error': 0.175, 'p': 0.15000000000000002, 'mu': 2, 'iter': 83}
{'baseline-error': 0.133, 'self-trained-error': 0.1145, 'p': 0.15000000000000002, 'mu': 2, 'iter': 84}
{'baseline-error': 0.133, 'self-trained-error': 0.1065, 'p': 0.15000000000000002, 'mu': 2, 'iter': 85}
{'baseline-error': 0.0915, 'self-trained-error': 0.086, 'p': 0.15000000000000002, 'mu': 2, 'iter': 86}
{'baseline-error': 0.1335, 'self-trained-error': 0.0985, 'p': 0.15000000000000002, 'mu': 2, 'iter': 87}
{'baseline-error': 0.1505, 'self-trained-error': 0.1495, 'p': 0.15000000000000002, 'mu': 2, 'iter': 88}
{'baseline-error': 0.1345, 'self-trained-error': 0.1295, 'p': 0.15000000000000002, 'mu': 2, 'iter': 89}
{'baseline-error': 0.1265, 'self-trained-error': 0.121, 'p': 0.15000000000000002, 'mu': 2, 'iter': 90}
{'baseline-error': 0.134, 'self-trained-error': 0.126, 'p': 0.15000000000000002, 'mu': 2, 'iter': 91}
{'baseline-error': 0.125, 'self-trained-error': 0.1205, 'p': 0.15000000000000002, 'mu': 2, 'iter': 92}
{'baseline-error': 0.1055, 'self-trained-error': 0.0825, 'p': 0.15000000000000002, 'mu': 2, 'iter': 93}
{'baseline-error': 0.113, 'self-trained-error': 0.1115, 'p': 0.15000000000000002, 'mu': 2, 'iter': 94}
{'baseline-error': 0.155, 'self-trained-error': 0.1345, 'p': 0.15000000000000002, 'mu': 2, 'iter': 95}
{'baseline-error': 0.157, 'self-trained-error': 0.111, 'p': 0.15000000000000002, 'mu': 2, 'iter': 96}
{'baseline-error': 0.14, 'self-trained-error': 0.147, 'p': 0.15000000000000002, 'mu': 2, 'iter': 97}
{'baseline-error': 0.1525, 'self-trained-error': 0.136, 'p': 0.15000000000000002, 'mu': 2, 'iter': 98}
