{'baseline-error': 0.13, 'self-trained-error': 0.1115, 'p': 0.15000000000000002, 'mu': 2, 'iter': 150}
{'baseline-error': 0.113, 'self-trained-error': 0.1005, 'p': 0.15000000000000002, 'mu': 2, 'iter': 151}
{'baseline-error': 0.119, 'self-trained-error': 0.096, 'p': 0.15000000000000002, 'mu': 2, 'iter': 152}
{'baseline-error': 0.1505, 'self-trained-error': 0.1385, 'p': 0.15000000000000002, 'mu': 2, 'iter': 153}
{'baseline-error': 0.1735, 'self-trained-error': 0.1705, 'p': 0.15000000000000002, 'mu': 2, 'iter': 154}
{'baseline-error': 0.1125, 'self-trained-error': 0.0945, 'p': 0.15000000000000002, 'mu': 2, 'iter': 155}
{'baseline-error': 0.1325, 'self-trained-error': 0.1325, 'p': 0.15000000000000002, 'mu': 2, 'iter': 156}
{'baseline-error': 0.1155, 'self-trained-error': 0.12, 'p': 0.15000000000000002, 'mu': 2, 'iter': 157}
{'baseline-error': 0.169, 'self-trained-error': 0.1365, 'p': 0.15000000000000002, 'mu': 2, 'iter': 158}
{'baseline-error': 0.115, 'self-trained-error': 0.1055, 'p': 0.15000000000000002, 'mu': 2, 'iter': 159}
{'baseline-error': 0.1075, 'self-trained-error': 0.0865, 'p': 0.15000000000000002, 'mu': 2, 'iter': 160}
{'baseline-error': 0.1505, 'self-trained-error': 0.1505, 'p': 0.15000000000000002, 'mu': 2, 'iter': 161}
{'baseline-error': 0.209, 'self-trained-error': 0.202, 'p': 0.15000000000000002, 'mu': 2, 'iter': 162}
{'baseline-error': 0.1875, 'self-trained-error': 0.133, 'p': 0.15000000000000002, 'mu': 2, 'iter': 163}
{'baseline-error': 0.1035, 'self-trained-error': 0.1005, 'p': 0.15000000000000002, 'mu': 2, 'iter': 164}
{'baseline-error': 0.1215, 'self-trained-error': 0.1195, 'p': 0.15000000000000002, 'mu': 2, 'iter': 165}
{'baseline-error': 0.0945, 'self-trained-error': 0.0835, 'p': 0.15000000000000002, 'mu': 2, 'iter': 166}
{'baseline-error': 0.122, 'self-trained-error': 0.105, 'p': 0.15000000000000002, 'mu': 2, 'iter': 167}
{'baseline-error': 0.1685, 'self-trained-error': 0.1725, 'p': 0.15000000000000002, 'mu': 2, 'iter': 168}
{'baseline-error': 0.096, 'self-trained-error': 0.0825, 'p': 0.15000000000000002, 'mu': 2, 'iter': 169}
{'baseline-error': 0.1305, 'self-trained-error': 0.1, 'p': 0.15000000000000002, 'mu': 2, 'iter': 170}
{'baseline-error': 0.1475, 'self-trained-error': 0.145, 'p': 0.15000000000000002, 'mu': 2, 'iter': 171}
{'baseline-error': 0.168, 'self-trained-error': 0.168, 'p': 0.15000000000000002, 'mu': 2, 'iter': 172}
{'baseline-error': 0.1025, 'self-trained-error': 0.0975, 'p': 0.15000000000000002, 'mu': 2, 'iter': 173}
{'baseline-error': 0.137, 'self-trained-error': 0.1265, 'p': 0.15000000000000002, 'mu': 2, 'iter': 174}
{'baseline-error': 0.1565, 'self-trained-error': 0.15, 'p': 0.15000000000000002, 'mu': 2, 'iter': 175}
{'baseline-error': 0.1125, 'self-trained-error': 0.102, 'p': 0.15000000000000002, 'mu': 2, 'iter': 176}
{'baseline-error': 0.132, 'self-trained-error': 0.103, 'p': 0.15000000000000002, 'mu': 2, 'iter': 177}
{'baseline-error': 0.1185, 'self-trained-error': 0.086, 'p': 0.15000000000000002, 'mu': 2, 'iter': 178}
{'baseline-error': 0.143, 'self-trained-error': 0.1405, 'p': 0.15000000000000002, 'mu': 2, 'iter': 179}
{'baseline-error': 0.1065, 'self-trained-error': 0.106, 'p': 0.15000000000000002, 'mu': 2, 'iter': 180}
{'baseline-error': 0.1445, 'self-trained-error': 0.1505, 'p': 0.15000000000000002, 'mu': 2, 'iter': 181}
{'baseline-error': 0.144, 'self-trained-error': 0.126, 'p': 0.15000000000000002, 'mu': 2, 'iter': 182}
{'baseline-error': 0.1165, 'self-trained-error': 0.114, 'p': 0.15000000000000002, 'mu': 2, 'iter': 183}
{'baseline-error': 0.17, 'self-trained-error': 0.167, 'p': 0.15000000000000002, 'mu': 2, 'iter': 184}
{'baseline-error': 0.104, 'self-trained-error': 0.1005, 'p': 0.15000000000000002, 'mu': 2, 'iter': 185}
{'baseline-error': 0.1305, 'self-trained-error': 0.1195, 'p': 0.15000000000000002, 'mu': 2, 'iter': 186}
{'baseline-error': 0.184, 'self-trained-error': 0.182, 'p': 0.15000000000000002, 'mu': 2, 'iter': 187}
{'baseline-error': 0.2075, 'self-trained-error': 0.204, 'p': 0.15000000000000002, 'mu': 2, 'iter': 188}
{'baseline-error': 0.108, 'self-trained-error': 0.105, 'p': 0.15000000000000002, 'mu': 2, 'iter': 189}
{'baseline-error': 0.132, 'self-trained-error': 0.1055, 'p': 0.15000000000000002, 'mu': 2, 'iter': 190}
{'baseline-error': 0.2015, 'self-trained-error': 0.207, 'p': 0.15000000000000002, 'mu': 2, 'iter': 191}
{'baseline-error': 0.114, 'self-trained-error': 0.113, 'p': 0.15000000000000002, 'mu': 2, 'iter': 192}
{'baseline-error': 0.126, 'self-trained-error': 0.0985, 'p': 0.15000000000000002, 'mu': 2, 'iter': 193}
{'baseline-error': 0.16, 'self-trained-error': 0.143, 'p': 0.15000000000000002, 'mu': 2, 'iter': 194}
{'baseline-error': 0.117, 'self-trained-error': 0.1125, 'p': 0.15000000000000002, 'mu': 2, 'iter': 195}
{'baseline-error': 0.153, 'self-trained-error': 0.1205, 'p': 0.15000000000000002, 'mu': 2, 'iter': 196}
{'baseline-error': 0.139, 'self-trained-error': 0.1475, 'p': 0.15000000000000002, 'mu': 2, 'iter': 197}
