{'baseline-error': 0.0985, 'self-trained-error': 0.092, 'p': 0.40000000000000013, 'mu': 2, 'iter': 150}
{'baseline-error': 0.0875, 'self-trained-error': 0.08, 'p': 0.40000000000000013, 'mu': 2, 'iter': 151}
{'baseline-error': 0.082, 'self-trained-error': 0.0805, 'p': 0.40000000000000013, 'mu': 2, 'iter': 152}
{'baseline-error': 0.079, 'self-trained-error': 0.076, 'p': 0.40000000000000013, 'mu': 2, 'iter': 153}
{'baseline-error': 0.101, 'self-trained-error': 0.098, 'p': 0.40000000000000013, 'mu': 2, 'iter': 154}
{'baseline-error': 0.085, 'self-trained-error': 0.081, 'p': 0.40000000000000013, 'mu': 2, 'iter': 155}
{'baseline-error': 0.086, 'self-trained-error': 0.089, 'p': 0.40000000000000013, 'mu': 2, 'iter': 156}
{'baseline-error': 0.0905, 'self-trained-error': 0.091, 'p': 0.40000000000000013, 'mu': 2, 'iter': 157}
{'baseline-error': 0.0825, 'self-trained-error': 0.083, 'p': 0.40000000000000013, 'mu': 2, 'iter': 158}
{'baseline-error': 0.0855, 'self-trained-error': 0.0865, 'p': 0.40000000000000013, 'mu': 2, 'iter': 159}
{'baseline-error': 0.088, 'self-trained-error': 0.09, 'p': 0.40000000000000013, 'mu': 2, 'iter': 160}
{'baseline-error': 0.077, 'self-trained-error': 0.0775, 'p': 0.40000000000000013, 'mu': 2, 'iter': 161}
{'baseline-error': 0.0955, 'self-trained-error': 0.0935, 'p': 0.40000000000000013, 'mu': 2, 'iter': 162}
{'baseline-error': 0.0765, 'self-trained-error': 0.0785, 'p': 0.40000000000000013, 'mu': 2, 'iter': 163}
{'baseline-error': 0.085, 'self-trained-error': 0.0755, 'p': 0.40000000000000013, 'mu': 2, 'iter': 164}
{'baseline-error': 0.087, 'self-trained-error': 0.086, 'p': 0.40000000000000013, 'mu': 2, 'iter': 165}
{'baseline-error': 0.0865, 'self-trained-error': 0.09, 'p': 0.40000000000000013, 'mu': 2, 'iter': 166}
{'baseline-error': 0.095, 'self-trained-error': 0.093, 'p': 0.40000000000000013, 'mu': 2, 'iter': 167}
{'baseline-error': 0.069, 'self-trained-error': 0.077, 'p': 0.40000000000000013, 'mu': 2, 'iter': 168}
{'baseline-error': 0.085, 'self-trained-error': 0.0815, 'p': 0.40000000000000013, 'mu': 2, 'iter': 169}
{'baseline-error': 0.088, 'self-trained-error': 0.0865, 'p': 0.40000000000000013, 'mu': 2, 'iter': 170}
{'baseline-error': 0.0795, 'self-trained-error': 0.0765, 'p': 0.40000000000000013, 'mu': 2, 'iter': 171}
{'baseline-error': 0.084, 'self-trained-error': 0.0845, 'p': 0.40000000000000013, 'mu': 2, 'iter': 172}
{'baseline-error': 0.0835, 'self-trained-error': 0.0815, 'p': 0.40000000000000013, 'mu': 2, 'iter': 173}
{'baseline-error': 0.077, 'self-trained-error': 0.0745, 'p': 0.40000000000000013, 'mu': 2, 'iter': 174}
{'baseline-error': 0.0805, 'self-trained-error': 0.0785, 'p': 0.40000000000000013, 'mu': 2, 'iter': 175}
{'baseline-error': 0.0635, 'self-trained-error': 0.064, 'p': 0.40000000000000013, 'mu': 2, 'iter': 176}
{'baseline-error': 0.086, 'self-trained-error': 0.086, 'p': 0.40000000000000013, 'mu': 2, 'iter': 177}
{'baseline-error': 0.082, 'self-trained-error': 0.0825, 'p': 0.40000000000000013, 'mu': 2, 'iter': 178}
{'baseline-error': 0.077, 'self-trained-error': 0.077, 'p': 0.40000000000000013, 'mu': 2, 'iter': 179}
{'baseline-error': 0.093, 'self-trained-error': 0.093, 'p': 0.40000000000000013, 'mu': 2, 'iter': 180}
{'baseline-error': 0.083, 'self-trained-error': 0.0795, 'p': 0.40000000000000013, 'mu': 2, 'iter': 181}
{'baseline-error': 0.0805, 'self-trained-error': 0.078, 'p': 0.40000000000000013, 'mu': 2, 'iter': 182}
{'baseline-error': 0.08, 'self-trained-error': 0.0815, 'p': 0.40000000000000013, 'mu': 2, 'iter': 183}
{'baseline-error': 0.0785, 'self-trained-error': 0.0775, 'p': 0.40000000000000013, 'mu': 2, 'iter': 184}
{'baseline-error': 0.0715, 'self-trained-error': 0.0715, 'p': 0.40000000000000013, 'mu': 2, 'iter': 185}
{'baseline-error': 0.098, 'self-trained-error': 0.1, 'p': 0.40000000000000013, 'mu': 2, 'iter': 186}
{'baseline-error': 0.079, 'self-trained-error': 0.079, 'p': 0.40000000000000013, 'mu': 2, 'iter': 187}
{'baseline-error': 0.0835, 'self-trained-error': 0.084, 'p': 0.40000000000000013, 'mu': 2, 'iter': 188}
{'baseline-error': 0.0765, 'self-trained-error': 0.075, 'p': 0.40000000000000013, 'mu': 2, 'iter': 189}
{'baseline-error': 0.081, 'self-trained-error': 0.081, 'p': 0.40000000000000013, 'mu': 2, 'iter': 190}
{'baseline-error': 0.086, 'self-trained-error': 0.087, 'p': 0.40000000000000013, 'mu': 2, 'iter': 191}
{'baseline-error': 0.0755, 'self-trained-error': 0.0765, 'p': 0.40000000000000013, 'mu': 2, 'iter': 192}
{'baseline-error': 0.0815, 'self-trained-error': 0.0765, 'p': 0.40000000000000013, 'mu': 2, 'iter': 193}
{'baseline-error': 0.0745, 'self-trained-error': 0.0715, 'p': 0.40000000000000013, 'mu': 2, 'iter': 194}
{'baseline-error': 0.0825, 'self-trained-error': 0.0915, 'p': 0.40000000000000013, 'mu': 2, 'iter': 195}
{'baseline-error': 0.0855, 'self-trained-error': 0.085, 'p': 0.40000000000000013, 'mu': 2, 'iter': 196}
{'baseline-error': 0.0765, 'self-trained-error': 0.0765, 'p': 0.40000000000000013, 'mu': 2, 'iter': 197}
{'baseline-error': 0.072, 'self-trained-error': 0.069, 'p': 0.40000000000000013, 'mu': 2, 'iter': 198}
{'baseline-error': 0.0735, 'self-trained-error': 0.08, 'p': 0.40000000000000013, 'mu': 2, 'iter': 199}
