{'baseline-error': 0.004, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 250}
{'baseline-error': 0.004, 'self-trained-error': 0.001, 'p': 0.15000000000000002, 'mu': 4, 'iter': 251}
{'baseline-error': 0.005, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 252}
{'baseline-error': 0.01, 'self-trained-error': 0.004, 'p': 0.15000000000000002, 'mu': 4, 'iter': 253}
{'baseline-error': 0.0065, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 254}
{'baseline-error': 0.0045, 'self-trained-error': 0.0015, 'p': 0.15000000000000002, 'mu': 4, 'iter': 255}
{'baseline-error': 0.013, 'self-trained-error': 0.001, 'p': 0.15000000000000002, 'mu': 4, 'iter': 256}
{'baseline-error': 0.003, 'self-trained-error': 0.0015, 'p': 0.15000000000000002, 'mu': 4, 'iter': 257}
{'baseline-error': 0.0055, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 258}
{'baseline-error': 0.022, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 259}
{'baseline-error': 0.005, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 260}
{'baseline-error': 0.0065, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 261}
{'baseline-error': 0.005, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 262}
{'baseline-error': 0.01, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 263}
{'baseline-error': 0.007, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 264}
{'baseline-error': 0.0135, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 265}
{'baseline-error': 0.003, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 266}
{'baseline-error': 0.018, 'self-trained-error': 0.0015, 'p': 0.15000000000000002, 'mu': 4, 'iter': 267}
{'baseline-error': 0.0015, 'self-trained-error': 0.0005, 'p': 0.15000000000000002, 'mu': 4, 'iter': 268}
{'baseline-error': 0.006, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 269}
{'baseline-error': 0.0015, 'self-trained-error': 0.0015, 'p': 0.15000000000000002, 'mu': 4, 'iter': 270}
{'baseline-error': 0.003, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 271}
{'baseline-error': 0.005, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 272}
{'baseline-error': 0.014, 'self-trained-error': 0.005, 'p': 0.15000000000000002, 'mu': 4, 'iter': 273}
{'baseline-error': 0.002, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 274}
{'baseline-error': 0.0135, 'self-trained-error': 0.004, 'p': 0.15000000000000002, 'mu': 4, 'iter': 275}
{'baseline-error': 0.008, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 276}
{'baseline-error': 0.011, 'self-trained-error': 0.0065, 'p': 0.15000000000000002, 'mu': 4, 'iter': 277}
{'baseline-error': 0.005, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 278}
{'baseline-error': 0.0035, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 279}
{'baseline-error': 0.0015, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 280}
{'baseline-error': 0.013, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 281}
{'baseline-error': 0.009, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 282}
{'baseline-error': 0.011, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 283}
{'baseline-error': 0.0055, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 284}
{'baseline-error': 0.005, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 285}
{'baseline-error': 0.0045, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 286}
{'baseline-error': 0.002, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 287}
{'baseline-error': 0.006, 'self-trained-error': 0.0055, 'p': 0.15000000000000002, 'mu': 4, 'iter': 288}
{'baseline-error': 0.0055, 'self-trained-error': 0.004, 'p': 0.15000000000000002, 'mu': 4, 'iter': 289}
{'baseline-error': 0.0055, 'self-trained-error': 0.004, 'p': 0.15000000000000002, 'mu': 4, 'iter': 290}
{'baseline-error': 0.0055, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 291}
{'baseline-error': 0.0045, 'self-trained-error': 0.004, 'p': 0.15000000000000002, 'mu': 4, 'iter': 292}
