{'baseline-error': 0.0925, 'self-trained-error': 0.0905, 'p': 0.3500000000000001, 'mu': 2, 'iter': 200}
{'baseline-error': 0.103, 'self-trained-error': 0.094, 'p': 0.3500000000000001, 'mu': 2, 'iter': 201}
{'baseline-error': 0.0875, 'self-trained-error': 0.088, 'p': 0.3500000000000001, 'mu': 2, 'iter': 202}
{'baseline-error': 0.092, 'self-trained-error': 0.0945, 'p': 0.3500000000000001, 'mu': 2, 'iter': 203}
{'baseline-error': 0.103, 'self-trained-error': 0.102, 'p': 0.3500000000000001, 'mu': 2, 'iter': 204}
{'baseline-error': 0.0895, 'self-trained-error': 0.081, 'p': 0.3500000000000001, 'mu': 2, 'iter': 205}
{'baseline-error': 0.085, 'self-trained-error': 0.084, 'p': 0.3500000000000001, 'mu': 2, 'iter': 206}
{'baseline-error': 0.0745, 'self-trained-error': 0.0755, 'p': 0.3500000000000001, 'mu': 2, 'iter': 207}
{'baseline-error': 0.0755, 'self-trained-error': 0.071, 'p': 0.3500000000000001, 'mu': 2, 'iter': 208}
{'baseline-error': 0.113, 'self-trained-error': 0.102, 'p': 0.3500000000000001, 'mu': 2, 'iter': 209}
{'baseline-error': 0.0955, 'self-trained-error': 0.0955, 'p': 0.3500000000000001, 'mu': 2, 'iter': 210}
{'baseline-error': 0.0755, 'self-trained-error': 0.0735, 'p': 0.3500000000000001, 'mu': 2, 'iter': 211}
{'baseline-error': 0.0945, 'self-trained-error': 0.09, 'p': 0.3500000000000001, 'mu': 2, 'iter': 212}
{'baseline-error': 0.0875, 'self-trained-error': 0.0885, 'p': 0.3500000000000001, 'mu': 2, 'iter': 213}
{'baseline-error': 0.0885, 'self-trained-error': 0.0835, 'p': 0.3500000000000001, 'mu': 2, 'iter': 214}
{'baseline-error': 0.084, 'self-trained-error': 0.0835, 'p': 0.3500000000000001, 'mu': 2, 'iter': 215}
{'baseline-error': 0.093, 'self-trained-error': 0.0785, 'p': 0.3500000000000001, 'mu': 2, 'iter': 216}
{'baseline-error': 0.084, 'self-trained-error': 0.0835, 'p': 0.3500000000000001, 'mu': 2, 'iter': 217}
{'baseline-error': 0.0865, 'self-trained-error': 0.086, 'p': 0.3500000000000001, 'mu': 2, 'iter': 218}
{'baseline-error': 0.0755, 'self-trained-error': 0.0745, 'p': 0.3500000000000001, 'mu': 2, 'iter': 219}
{'baseline-error': 0.0805, 'self-trained-error': 0.0805, 'p': 0.3500000000000001, 'mu': 2, 'iter': 220}
{'baseline-error': 0.0965, 'self-trained-error': 0.0965, 'p': 0.3500000000000001, 'mu': 2, 'iter': 221}
{'baseline-error': 0.0855, 'self-trained-error': 0.089, 'p': 0.3500000000000001, 'mu': 2, 'iter': 222}
{'baseline-error': 0.0895, 'self-trained-error': 0.081, 'p': 0.3500000000000001, 'mu': 2, 'iter': 223}
{'baseline-error': 0.075, 'self-trained-error': 0.075, 'p': 0.3500000000000001, 'mu': 2, 'iter': 224}
{'baseline-error': 0.095, 'self-trained-error': 0.0915, 'p': 0.3500000000000001, 'mu': 2, 'iter': 225}
{'baseline-error': 0.077, 'self-trained-error': 0.0775, 'p': 0.3500000000000001, 'mu': 2, 'iter': 226}
{'baseline-error': 0.088, 'self-trained-error': 0.0915, 'p': 0.3500000000000001, 'mu': 2, 'iter': 227}
{'baseline-error': 0.087, 'self-trained-error': 0.0805, 'p': 0.3500000000000001, 'mu': 2, 'iter': 228}
{'baseline-error': 0.0935, 'self-trained-error': 0.0825, 'p': 0.3500000000000001, 'mu': 2, 'iter': 229}
{'baseline-error': 0.094, 'self-trained-error': 0.0935, 'p': 0.3500000000000001, 'mu': 2, 'iter': 230}
{'baseline-error': 0.095, 'self-trained-error': 0.0835, 'p': 0.3500000000000001, 'mu': 2, 'iter': 231}
{'baseline-error': 0.0695, 'self-trained-error': 0.066, 'p': 0.3500000000000001, 'mu': 2, 'iter': 232}
{'baseline-error': 0.085, 'self-trained-error': 0.0845, 'p': 0.3500000000000001, 'mu': 2, 'iter': 233}
{'baseline-error': 0.085, 'self-trained-error': 0.0835, 'p': 0.3500000000000001, 'mu': 2, 'iter': 234}
{'baseline-error': 0.079, 'self-trained-error': 0.079, 'p': 0.3500000000000001, 'mu': 2, 'iter': 235}
{'baseline-error': 0.0945, 'self-trained-error': 0.092, 'p': 0.3500000000000001, 'mu': 2, 'iter': 236}
{'baseline-error': 0.1055, 'self-trained-error': 0.106, 'p': 0.3500000000000001, 'mu': 2, 'iter': 237}
{'baseline-error': 0.083, 'self-trained-error': 0.085, 'p': 0.3500000000000001, 'mu': 2, 'iter': 238}
{'baseline-error': 0.0835, 'self-trained-error': 0.077, 'p': 0.3500000000000001, 'mu': 2, 'iter': 239}
{'baseline-error': 0.074, 'self-trained-error': 0.072, 'p': 0.3500000000000001, 'mu': 2, 'iter': 240}
{'baseline-error': 0.0775, 'self-trained-error': 0.075, 'p': 0.3500000000000001, 'mu': 2, 'iter': 241}
{'baseline-error': 0.093, 'self-trained-error': 0.0915, 'p': 0.3500000000000001, 'mu': 2, 'iter': 242}
{'baseline-error': 0.095, 'self-trained-error': 0.0925, 'p': 0.3500000000000001, 'mu': 2, 'iter': 243}
{'baseline-error': 0.117, 'self-trained-error': 0.113, 'p': 0.3500000000000001, 'mu': 2, 'iter': 244}
{'baseline-error': 0.099, 'self-trained-error': 0.088, 'p': 0.3500000000000001, 'mu': 2, 'iter': 245}
{'baseline-error': 0.0955, 'self-trained-error': 0.0835, 'p': 0.3500000000000001, 'mu': 2, 'iter': 246}
{'baseline-error': 0.0825, 'self-trained-error': 0.0805, 'p': 0.3500000000000001, 'mu': 2, 'iter': 247}
{'baseline-error': 0.098, 'self-trained-error': 0.0955, 'p': 0.3500000000000001, 'mu': 2, 'iter': 248}
{'baseline-error': 0.0825, 'self-trained-error': 0.081, 'p': 0.3500000000000001, 'mu': 2, 'iter': 249}
