{'baseline-error': 0.0025, 'self-trained-error': 0.0015, 'p': 0.20000000000000004, 'mu': 4, 'iter': 400}
{'baseline-error': 0.0075, 'self-trained-error': 0.003, 'p': 0.20000000000000004, 'mu': 4, 'iter': 401}
{'baseline-error': 0.0055, 'self-trained-error': 0.0015, 'p': 0.20000000000000004, 'mu': 4, 'iter': 402}
{'baseline-error': 0.0015, 'self-trained-error': 0.001, 'p': 0.20000000000000004, 'mu': 4, 'iter': 403}
{'baseline-error': 0.0065, 'self-trained-error': 0.0045, 'p': 0.20000000000000004, 'mu': 4, 'iter': 404}
{'baseline-error': 0.0015, 'self-trained-error': 0.0025, 'p': 0.20000000000000004, 'mu': 4, 'iter': 405}
{'baseline-error': 0.0025, 'self-trained-error': 0.002, 'p': 0.20000000000000004, 'mu': 4, 'iter': 406}
{'baseline-error': 0.0065, 'self-trained-error': 0.0055, 'p': 0.20000000000000004, 'mu': 4, 'iter': 407}
{'baseline-error': 0.01, 'self-trained-error': 0.0035, 'p': 0.20000000000000004, 'mu': 4, 'iter': 408}
{'baseline-error': 0.0085, 'self-trained-error': 0.0035, 'p': 0.20000000000000004, 'mu': 4, 'iter': 409}
{'baseline-error': 0.0035, 'self-trained-error': 0.0025, 'p': 0.20000000000000004, 'mu': 4, 'iter': 410}
{'baseline-error': 0.003, 'self-trained-error': 0.0025, 'p': 0.20000000000000004, 'mu': 4, 'iter': 411}
{'baseline-error': 0.0015, 'self-trained-error': 0.001, 'p': 0.20000000000000004, 'mu': 4, 'iter': 412}
{'baseline-error': 0.002, 'self-trained-error': 0.0025, 'p': 0.20000000000000004, 'mu': 4, 'iter': 413}
{'baseline-error': 0.0095, 'self-trained-error': 0.0025, 'p': 0.20000000000000004, 'mu': 4, 'iter': 414}
{'baseline-error': 0.0075, 'self-trained-error': 0.0035, 'p': 0.20000000000000004, 'mu': 4, 'iter': 415}
{'baseline-error': 0.002, 'self-trained-error': 0.0005, 'p': 0.20000000000000004, 'mu': 4, 'iter': 416}
{'baseline-error': 0.004, 'self-trained-error': 0.0035, 'p': 0.20000000000000004, 'mu': 4, 'iter': 417}
{'baseline-error': 0.005, 'self-trained-error': 0.002, 'p': 0.20000000000000004, 'mu': 4, 'iter': 418}
{'baseline-error': 0.0055, 'self-trained-error': 0.0025, 'p': 0.20000000000000004, 'mu': 4, 'iter': 419}
{'baseline-error': 0.0005, 'self-trained-error': 0.001, 'p': 0.20000000000000004, 'mu': 4, 'iter': 420}
{'baseline-error': 0.0045, 'self-trained-error': 0.001, 'p': 0.20000000000000004, 'mu': 4, 'iter': 421}
{'baseline-error': 0.006, 'self-trained-error': 0.001, 'p': 0.20000000000000004, 'mu': 4, 'iter': 422}
{'baseline-error': 0.005, 'self-trained-error': 0.0015, 'p': 0.20000000000000004, 'mu': 4, 'iter': 423}
{'baseline-error': 0.0015, 'self-trained-error': 0.001, 'p': 0.20000000000000004, 'mu': 4, 'iter': 424}
{'baseline-error': 0.0125, 'self-trained-error': 0.001, 'p': 0.20000000000000004, 'mu': 4, 'iter': 425}
{'baseline-error': 0.002, 'self-trained-error': 0.002, 'p': 0.20000000000000004, 'mu': 4, 'iter': 426}
{'baseline-error': 0.005, 'self-trained-error': 0.003, 'p': 0.20000000000000004, 'mu': 4, 'iter': 427}
{'baseline-error': 0.0095, 'self-trained-error': 0.0025, 'p': 0.20000000000000004, 'mu': 4, 'iter': 428}
{'baseline-error': 0.01, 'self-trained-error': 0.0055, 'p': 0.20000000000000004, 'mu': 4, 'iter': 429}
{'baseline-error': 0.0035, 'self-trained-error': 0.003, 'p': 0.20000000000000004, 'mu': 4, 'iter': 430}
{'baseline-error': 0.0075, 'self-trained-error': 0.003, 'p': 0.20000000000000004, 'mu': 4, 'iter': 431}
{'baseline-error': 0.004, 'self-trained-error': 0.0035, 'p': 0.20000000000000004, 'mu': 4, 'iter': 432}
{'baseline-error': 0.005, 'self-trained-error': 0.0025, 'p': 0.20000000000000004, 'mu': 4, 'iter': 433}
{'baseline-error': 0.0035, 'self-trained-error': 0.001, 'p': 0.20000000000000004, 'mu': 4, 'iter': 434}
{'baseline-error': 0.0085, 'self-trained-error': 0.0045, 'p': 0.20000000000000004, 'mu': 4, 'iter': 435}
{'baseline-error': 0.004, 'self-trained-error': 0.002, 'p': 0.20000000000000004, 'mu': 4, 'iter': 436}
{'baseline-error': 0.0015, 'self-trained-error': 0.0015, 'p': 0.20000000000000004, 'mu': 4, 'iter': 437}
{'baseline-error': 0.0035, 'self-trained-error': 0.0005, 'p': 0.20000000000000004, 'mu': 4, 'iter': 438}
