{'baseline-error': 0.0055, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 100}
{'baseline-error': 0.004, 'self-trained-error': 0.0005, 'p': 0.15000000000000002, 'mu': 4, 'iter': 101}
{'baseline-error': 0.0025, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 102}
{'baseline-error': 0.0075, 'self-trained-error': 0.0075, 'p': 0.15000000000000002, 'mu': 4, 'iter': 103}
{'baseline-error': 0.007, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 104}
{'baseline-error': 0.0075, 'self-trained-error': 0.004, 'p': 0.15000000000000002, 'mu': 4, 'iter': 105}
{'baseline-error': 0.007, 'self-trained-error': 0.004, 'p': 0.15000000000000002, 'mu': 4, 'iter': 106}
{'baseline-error': 0.0105, 'self-trained-error': 0.001, 'p': 0.15000000000000002, 'mu': 4, 'iter': 107}
{'baseline-error': 0.02, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 108}
{'baseline-error': 0.017, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 109}
{'baseline-error': 0.0035, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 110}
{'baseline-error': 0.008, 'self-trained-error': 0.001, 'p': 0.15000000000000002, 'mu': 4, 'iter': 111}
{'baseline-error': 0.007, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 112}
{'baseline-error': 0.008, 'self-trained-error': 0.005, 'p': 0.15000000000000002, 'mu': 4, 'iter': 113}
{'baseline-error': 0.0095, 'self-trained-error': 0.005, 'p': 0.15000000000000002, 'mu': 4, 'iter': 114}
{'baseline-error': 0.009, 'self-trained-error': 0.002, 'p': 0.15000000000000002, 'mu': 4, 'iter': 115}
{'baseline-error': 0.01, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 116}
{'baseline-error': 0.005, 'self-trained-error': 0.0035, 'p': 0.15000000000000002, 'mu': 4, 'iter': 117}
{'baseline-error': 0.0075, 'self-trained-error': 0.0055, 'p': 0.15000000000000002, 'mu': 4, 'iter': 118}
{'baseline-error': 0.011, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 119}
{'baseline-error': 0.0175, 'self-trained-error': 0.003, 'p': 0.15000000000000002, 'mu': 4, 'iter': 120}
{'baseline-error': 0.0045, 'self-trained-error': 0.0025, 'p': 0.15000000000000002, 'mu': 4, 'iter': 121}
