{'baseline-error': 0.128, 'self-trained-error': 0.1115, 'p': 0.30000000000000004, 'mu': 2, 'iter': 300}
{'baseline-error': 0.0895, 'self-trained-error': 0.0915, 'p': 0.30000000000000004, 'mu': 2, 'iter': 301}
{'baseline-error': 0.117, 'self-trained-error': 0.1095, 'p': 0.30000000000000004, 'mu': 2, 'iter': 302}
{'baseline-error': 0.0925, 'self-trained-error': 0.0895, 'p': 0.30000000000000004, 'mu': 2, 'iter': 303}
{'baseline-error': 0.115, 'self-trained-error': 0.116, 'p': 0.30000000000000004, 'mu': 2, 'iter': 304}
{'baseline-error': 0.0855, 'self-trained-error': 0.077, 'p': 0.30000000000000004, 'mu': 2, 'iter': 305}
{'baseline-error': 0.107, 'self-trained-error': 0.1045, 'p': 0.30000000000000004, 'mu': 2, 'iter': 306}
{'baseline-error': 0.0785, 'self-trained-error': 0.079, 'p': 0.30000000000000004, 'mu': 2, 'iter': 307}
{'baseline-error': 0.069, 'self-trained-error': 0.0785, 'p': 0.30000000000000004, 'mu': 2, 'iter': 308}
{'baseline-error': 0.09, 'self-trained-error': 0.084, 'p': 0.30000000000000004, 'mu': 2, 'iter': 309}
{'baseline-error': 0.1115, 'self-trained-error': 0.1015, 'p': 0.30000000000000004, 'mu': 2, 'iter': 310}
{'baseline-error': 0.0845, 'self-trained-error': 0.093, 'p': 0.30000000000000004, 'mu': 2, 'iter': 311}
{'baseline-error': 0.115, 'self-trained-error': 0.114, 'p': 0.30000000000000004, 'mu': 2, 'iter': 312}
{'baseline-error': 0.0815, 'self-trained-error': 0.081, 'p': 0.30000000000000004, 'mu': 2, 'iter': 313}
{'baseline-error': 0.092, 'self-trained-error': 0.0845, 'p': 0.30000000000000004, 'mu': 2, 'iter': 314}
{'baseline-error': 0.099, 'self-trained-error': 0.094, 'p': 0.30000000000000004, 'mu': 2, 'iter': 315}
{'baseline-error': 0.0965, 'self-trained-error': 0.0905, 'p': 0.30000000000000004, 'mu': 2, 'iter': 316}
{'baseline-error': 0.1085, 'self-trained-error': 0.104, 'p': 0.30000000000000004, 'mu': 2, 'iter': 317}
{'baseline-error': 0.102, 'self-trained-error': 0.096, 'p': 0.30000000000000004, 'mu': 2, 'iter': 318}
{'baseline-error': 0.093, 'self-trained-error': 0.09, 'p': 0.30000000000000004, 'mu': 2, 'iter': 319}
{'baseline-error': 0.0835, 'self-trained-error': 0.084, 'p': 0.30000000000000004, 'mu': 2, 'iter': 320}
{'baseline-error': 0.123, 'self-trained-error': 0.118, 'p': 0.30000000000000004, 'mu': 2, 'iter': 321}
{'baseline-error': 0.083, 'self-trained-error': 0.0795, 'p': 0.30000000000000004, 'mu': 2, 'iter': 322}
{'baseline-error': 0.0765, 'self-trained-error': 0.0755, 'p': 0.30000000000000004, 'mu': 2, 'iter': 323}
{'baseline-error': 0.09, 'self-trained-error': 0.0905, 'p': 0.30000000000000004, 'mu': 2, 'iter': 324}
{'baseline-error': 0.097, 'self-trained-error': 0.0935, 'p': 0.30000000000000004, 'mu': 2, 'iter': 325}
