{'baseline-error': 0.128, 'self-trained-error': 0.1115, 'p': 0.30000000000000004, 'mu': 2, 'iter': 300}
{'baseline-error': 0.0865, 'self-trained-error': 0.08, 'p': 0.30000000000000004, 'mu': 2, 'iter': 326}
{'baseline-error': 0.1055, 'self-trained-error': 0.1025, 'p': 0.30000000000000004, 'mu': 2, 'iter': 327}
{'baseline-error': 0.106, 'self-trained-error': 0.098, 'p': 0.30000000000000004, 'mu': 2, 'iter': 328}
{'baseline-error': 0.107, 'self-trained-error': 0.107, 'p': 0.30000000000000004, 'mu': 2, 'iter': 329}
{'baseline-error': 0.083, 'self-trained-error': 0.0855, 'p': 0.30000000000000004, 'mu': 2, 'iter': 330}
{'baseline-error': 0.087, 'self-trained-error': 0.086, 'p': 0.30000000000000004, 'mu': 2, 'iter': 331}
{'baseline-error': 0.0855, 'self-trained-error': 0.0825, 'p': 0.30000000000000004, 'mu': 2, 'iter': 332}
{'baseline-error': 0.0875, 'self-trained-error': 0.0795, 'p': 0.30000000000000004, 'mu': 2, 'iter': 333}
{'baseline-error': 0.0855, 'self-trained-error': 0.0815, 'p': 0.30000000000000004, 'mu': 2, 'iter': 334}
{'baseline-error': 0.09, 'self-trained-error': 0.0815, 'p': 0.30000000000000004, 'mu': 2, 'iter': 335}
{'baseline-error': 0.109, 'self-trained-error': 0.099, 'p': 0.30000000000000004, 'mu': 2, 'iter': 336}
{'baseline-error': 0.104, 'self-trained-error': 0.104, 'p': 0.30000000000000004, 'mu': 2, 'iter': 337}
{'baseline-error': 0.116, 'self-trained-error': 0.1155, 'p': 0.30000000000000004, 'mu': 2, 'iter': 338}
{'baseline-error': 0.0775, 'self-trained-error': 0.0745, 'p': 0.30000000000000004, 'mu': 2, 'iter': 339}
{'baseline-error': 0.099, 'self-trained-error': 0.0855, 'p': 0.30000000000000004, 'mu': 2, 'iter': 340}
{'baseline-error': 0.1245, 'self-trained-error': 0.1245, 'p': 0.30000000000000004, 'mu': 2, 'iter': 341}
{'baseline-error': 0.0885, 'self-trained-error': 0.0805, 'p': 0.30000000000000004, 'mu': 2, 'iter': 342}
{'baseline-error': 0.083, 'self-trained-error': 0.0795, 'p': 0.30000000000000004, 'mu': 2, 'iter': 343}
{'baseline-error': 0.1135, 'self-trained-error': 0.1065, 'p': 0.30000000000000004, 'mu': 2, 'iter': 344}
{'baseline-error': 0.0905, 'self-trained-error': 0.0905, 'p': 0.30000000000000004, 'mu': 2, 'iter': 345}
{'baseline-error': 0.0755, 'self-trained-error': 0.076, 'p': 0.30000000000000004, 'mu': 2, 'iter': 346}
{'baseline-error': 0.069, 'self-trained-error': 0.0695, 'p': 0.30000000000000004, 'mu': 2, 'iter': 347}
{'baseline-error': 0.0865, 'self-trained-error': 0.0835, 'p': 0.30000000000000004, 'mu': 2, 'iter': 348}
{'baseline-error': 0.072, 'self-trained-error': 0.0705, 'p': 0.30000000000000004, 'mu': 2, 'iter': 349}
