{'baseline-error': 0.1295, 'self-trained-error': 0.124, 'p': 0.1, 'mu': 2, 'iter': 150}
{'baseline-error': 0.1495, 'self-trained-error': 0.1485, 'p': 0.1, 'mu': 2, 'iter': 151}
{'baseline-error': 0.169, 'self-trained-error': 0.152, 'p': 0.1, 'mu': 2, 'iter': 152}
{'baseline-error': 0.1925, 'self-trained-error': 0.183, 'p': 0.1, 'mu': 2, 'iter': 153}
{'baseline-error': 0.204, 'self-trained-error': 0.19, 'p': 0.1, 'mu': 2, 'iter': 154}
{'baseline-error': 0.155, 'self-trained-error': 0.153, 'p': 0.1, 'mu': 2, 'iter': 155}
{'baseline-error': 0.146, 'self-trained-error': 0.147, 'p': 0.1, 'mu': 2, 'iter': 156}
{'baseline-error': 0.0975, 'self-trained-error': 0.085, 'p': 0.1, 'mu': 2, 'iter': 157}
{'baseline-error': 0.1815, 'self-trained-error': 0.17, 'p': 0.1, 'mu': 2, 'iter': 158}
{'baseline-error': 0.1925, 'self-trained-error': 0.1805, 'p': 0.1, 'mu': 2, 'iter': 159}
{'baseline-error': 0.1925, 'self-trained-error': 0.1515, 'p': 0.1, 'mu': 2, 'iter': 160}
{'baseline-error': 0.1275, 'self-trained-error': 0.0985, 'p': 0.1, 'mu': 2, 'iter': 161}
{'baseline-error': 0.1835, 'self-trained-error': 0.176, 'p': 0.1, 'mu': 2, 'iter': 162}
{'baseline-error': 0.1835, 'self-trained-error': 0.1395, 'p': 0.1, 'mu': 2, 'iter': 163}
{'baseline-error': 0.121, 'self-trained-error': 0.1175, 'p': 0.1, 'mu': 2, 'iter': 164}
{'baseline-error': 0.1825, 'self-trained-error': 0.174, 'p': 0.1, 'mu': 2, 'iter': 165}
{'baseline-error': 0.153, 'self-trained-error': 0.105, 'p': 0.1, 'mu': 2, 'iter': 166}
{'baseline-error': 0.1645, 'self-trained-error': 0.1665, 'p': 0.1, 'mu': 2, 'iter': 167}
{'baseline-error': 0.142, 'self-trained-error': 0.123, 'p': 0.1, 'mu': 2, 'iter': 168}
{'baseline-error': 0.1665, 'self-trained-error': 0.1585, 'p': 0.1, 'mu': 2, 'iter': 169}
{'baseline-error': 0.2255, 'self-trained-error': 0.221, 'p': 0.1, 'mu': 2, 'iter': 170}
{'baseline-error': 0.1985, 'self-trained-error': 0.1915, 'p': 0.1, 'mu': 2, 'iter': 171}
{'baseline-error': 0.242, 'self-trained-error': 0.232, 'p': 0.1, 'mu': 2, 'iter': 172}
{'baseline-error': 0.1645, 'self-trained-error': 0.156, 'p': 0.1, 'mu': 2, 'iter': 173}
{'baseline-error': 0.1865, 'self-trained-error': 0.178, 'p': 0.1, 'mu': 2, 'iter': 174}
{'baseline-error': 0.1545, 'self-trained-error': 0.151, 'p': 0.1, 'mu': 2, 'iter': 175}
{'baseline-error': 0.246, 'self-trained-error': 0.19, 'p': 0.1, 'mu': 2, 'iter': 176}
{'baseline-error': 0.1755, 'self-trained-error': 0.1335, 'p': 0.1, 'mu': 2, 'iter': 177}
{'baseline-error': 0.1595, 'self-trained-error': 0.152, 'p': 0.1, 'mu': 2, 'iter': 178}
{'baseline-error': 0.13, 'self-trained-error': 0.1105, 'p': 0.1, 'mu': 2, 'iter': 179}
{'baseline-error': 0.159, 'self-trained-error': 0.161, 'p': 0.1, 'mu': 2, 'iter': 180}
{'baseline-error': 0.1785, 'self-trained-error': 0.1525, 'p': 0.1, 'mu': 2, 'iter': 181}
{'baseline-error': 0.215, 'self-trained-error': 0.1965, 'p': 0.1, 'mu': 2, 'iter': 182}
{'baseline-error': 0.187, 'self-trained-error': 0.1825, 'p': 0.1, 'mu': 2, 'iter': 183}
{'baseline-error': 0.225, 'self-trained-error': 0.2285, 'p': 0.1, 'mu': 2, 'iter': 184}
{'baseline-error': 0.1375, 'self-trained-error': 0.129, 'p': 0.1, 'mu': 2, 'iter': 185}
{'baseline-error': 0.1565, 'self-trained-error': 0.137, 'p': 0.1, 'mu': 2, 'iter': 186}
{'baseline-error': 0.2145, 'self-trained-error': 0.196, 'p': 0.1, 'mu': 2, 'iter': 187}
{'baseline-error': 0.1325, 'self-trained-error': 0.1315, 'p': 0.1, 'mu': 2, 'iter': 188}
{'baseline-error': 0.1655, 'self-trained-error': 0.1585, 'p': 0.1, 'mu': 2, 'iter': 189}
{'baseline-error': 0.177, 'self-trained-error': 0.1685, 'p': 0.1, 'mu': 2, 'iter': 190}
{'baseline-error': 0.1425, 'self-trained-error': 0.1255, 'p': 0.1, 'mu': 2, 'iter': 191}
{'baseline-error': 0.258, 'self-trained-error': 0.25, 'p': 0.1, 'mu': 2, 'iter': 192}
{'baseline-error': 0.213, 'self-trained-error': 0.196, 'p': 0.1, 'mu': 2, 'iter': 193}
{'baseline-error': 0.1325, 'self-trained-error': 0.1385, 'p': 0.1, 'mu': 2, 'iter': 194}
{'baseline-error': 0.143, 'self-trained-error': 0.1015, 'p': 0.1, 'mu': 2, 'iter': 195}
{'baseline-error': 0.129, 'self-trained-error': 0.1065, 'p': 0.1, 'mu': 2, 'iter': 196}
{'baseline-error': 0.153, 'self-trained-error': 0.121, 'p': 0.1, 'mu': 2, 'iter': 197}
{'baseline-error': 0.136, 'self-trained-error': 0.1285, 'p': 0.1, 'mu': 2, 'iter': 198}
{'baseline-error': 0.1805, 'self-trained-error': 0.1555, 'p': 0.1, 'mu': 2, 'iter': 199}
