{'baseline-error': 0.0225, 'self-trained-error': 0.0065, 'p': 0.1, 'mu': 3.5, 'iter': 250}
{'baseline-error': 0.0235, 'self-trained-error': 0.009, 'p': 0.1, 'mu': 3.5, 'iter': 251}
{'baseline-error': 0.0585, 'self-trained-error': 0.0105, 'p': 0.1, 'mu': 3.5, 'iter': 252}
{'baseline-error': 0.0145, 'self-trained-error': 0.0085, 'p': 0.1, 'mu': 3.5, 'iter': 253}
{'baseline-error': 0.025, 'self-trained-error': 0.007, 'p': 0.1, 'mu': 3.5, 'iter': 254}
{'baseline-error': 0.0275, 'self-trained-error': 0.0105, 'p': 0.1, 'mu': 3.5, 'iter': 255}
{'baseline-error': 0.033, 'self-trained-error': 0.0115, 'p': 0.1, 'mu': 3.5, 'iter': 256}
{'baseline-error': 0.0105, 'self-trained-error': 0.006, 'p': 0.1, 'mu': 3.5, 'iter': 257}
{'baseline-error': 0.0115, 'self-trained-error': 0.009, 'p': 0.1, 'mu': 3.5, 'iter': 258}
{'baseline-error': 0.016, 'self-trained-error': 0.0085, 'p': 0.1, 'mu': 3.5, 'iter': 259}
{'baseline-error': 0.034, 'self-trained-error': 0.0065, 'p': 0.1, 'mu': 3.5, 'iter': 260}
{'baseline-error': 0.02, 'self-trained-error': 0.0095, 'p': 0.1, 'mu': 3.5, 'iter': 261}
{'baseline-error': 0.0485, 'self-trained-error': 0.013, 'p': 0.1, 'mu': 3.5, 'iter': 262}
{'baseline-error': 0.0145, 'self-trained-error': 0.0085, 'p': 0.1, 'mu': 3.5, 'iter': 263}
{'baseline-error': 0.043, 'self-trained-error': 0.024, 'p': 0.1, 'mu': 3.5, 'iter': 264}
{'baseline-error': 0.0165, 'self-trained-error': 0.0115, 'p': 0.1, 'mu': 3.5, 'iter': 265}
{'baseline-error': 0.0215, 'self-trained-error': 0.0155, 'p': 0.1, 'mu': 3.5, 'iter': 266}
{'baseline-error': 0.0195, 'self-trained-error': 0.0075, 'p': 0.1, 'mu': 3.5, 'iter': 267}
{'baseline-error': 0.019, 'self-trained-error': 0.0085, 'p': 0.1, 'mu': 3.5, 'iter': 268}
{'baseline-error': 0.039, 'self-trained-error': 0.011, 'p': 0.1, 'mu': 3.5, 'iter': 269}
{'baseline-error': 0.016, 'self-trained-error': 0.0075, 'p': 0.1, 'mu': 3.5, 'iter': 270}
{'baseline-error': 0.026, 'self-trained-error': 0.008, 'p': 0.1, 'mu': 3.5, 'iter': 271}
{'baseline-error': 0.018, 'self-trained-error': 0.006, 'p': 0.1, 'mu': 3.5, 'iter': 272}
{'baseline-error': 0.0155, 'self-trained-error': 0.0045, 'p': 0.1, 'mu': 3.5, 'iter': 273}
{'baseline-error': 0.05, 'self-trained-error': 0.0155, 'p': 0.1, 'mu': 3.5, 'iter': 274}
{'baseline-error': 0.031, 'self-trained-error': 0.006, 'p': 0.1, 'mu': 3.5, 'iter': 275}
{'baseline-error': 0.021, 'self-trained-error': 0.0095, 'p': 0.1, 'mu': 3.5, 'iter': 276}
{'baseline-error': 0.038, 'self-trained-error': 0.0085, 'p': 0.1, 'mu': 3.5, 'iter': 277}
{'baseline-error': 0.032, 'self-trained-error': 0.008, 'p': 0.1, 'mu': 3.5, 'iter': 278}
{'baseline-error': 0.0295, 'self-trained-error': 0.014, 'p': 0.1, 'mu': 3.5, 'iter': 279}
{'baseline-error': 0.017, 'self-trained-error': 0.0085, 'p': 0.1, 'mu': 3.5, 'iter': 280}
{'baseline-error': 0.0445, 'self-trained-error': 0.0035, 'p': 0.1, 'mu': 3.5, 'iter': 281}
{'baseline-error': 0.0145, 'self-trained-error': 0.006, 'p': 0.1, 'mu': 3.5, 'iter': 282}
{'baseline-error': 0.0145, 'self-trained-error': 0.0065, 'p': 0.1, 'mu': 3.5, 'iter': 283}
{'baseline-error': 0.013, 'self-trained-error': 0.009, 'p': 0.1, 'mu': 3.5, 'iter': 284}
{'baseline-error': 0.013, 'self-trained-error': 0.0085, 'p': 0.1, 'mu': 3.5, 'iter': 285}
{'baseline-error': 0.015, 'self-trained-error': 0.008, 'p': 0.1, 'mu': 3.5, 'iter': 286}
{'baseline-error': 0.0365, 'self-trained-error': 0.0205, 'p': 0.1, 'mu': 3.5, 'iter': 287}
{'baseline-error': 0.018, 'self-trained-error': 0.0105, 'p': 0.1, 'mu': 3.5, 'iter': 288}
{'baseline-error': 0.021, 'self-trained-error': 0.006, 'p': 0.1, 'mu': 3.5, 'iter': 289}
{'baseline-error': 0.0315, 'self-trained-error': 0.009, 'p': 0.1, 'mu': 3.5, 'iter': 290}
{'baseline-error': 0.0175, 'self-trained-error': 0.007, 'p': 0.1, 'mu': 3.5, 'iter': 291}
{'baseline-error': 0.011, 'self-trained-error': 0.0085, 'p': 0.1, 'mu': 3.5, 'iter': 292}
{'baseline-error': 0.0205, 'self-trained-error': 0.0095, 'p': 0.1, 'mu': 3.5, 'iter': 293}
{'baseline-error': 0.012, 'self-trained-error': 0.0065, 'p': 0.1, 'mu': 3.5, 'iter': 294}
{'baseline-error': 0.0125, 'self-trained-error': 0.007, 'p': 0.1, 'mu': 3.5, 'iter': 295}
{'baseline-error': 0.011, 'self-trained-error': 0.008, 'p': 0.1, 'mu': 3.5, 'iter': 296}
{'baseline-error': 0.019, 'self-trained-error': 0.009, 'p': 0.1, 'mu': 3.5, 'iter': 297}
{'baseline-error': 0.014, 'self-trained-error': 0.0065, 'p': 0.1, 'mu': 3.5, 'iter': 298}
{'baseline-error': 0.027, 'self-trained-error': 0.006, 'p': 0.1, 'mu': 3.5, 'iter': 299}
