{'baseline-error': 0.0185, 'self-trained-error': 0.0145, 'p': 0.20000000000000004, 'mu': 3, 'iter': 450}
{'baseline-error': 0.019, 'self-trained-error': 0.0165, 'p': 0.20000000000000004, 'mu': 3, 'iter': 451}
{'baseline-error': 0.0285, 'self-trained-error': 0.0165, 'p': 0.20000000000000004, 'mu': 3, 'iter': 452}
{'baseline-error': 0.026, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 453}
{'baseline-error': 0.0425, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 454}
{'baseline-error': 0.026, 'self-trained-error': 0.0235, 'p': 0.20000000000000004, 'mu': 3, 'iter': 455}
{'baseline-error': 0.022, 'self-trained-error': 0.0155, 'p': 0.20000000000000004, 'mu': 3, 'iter': 456}
{'baseline-error': 0.025, 'self-trained-error': 0.0205, 'p': 0.20000000000000004, 'mu': 3, 'iter': 457}
{'baseline-error': 0.0225, 'self-trained-error': 0.02, 'p': 0.20000000000000004, 'mu': 3, 'iter': 458}
{'baseline-error': 0.0165, 'self-trained-error': 0.015, 'p': 0.20000000000000004, 'mu': 3, 'iter': 459}
{'baseline-error': 0.024, 'self-trained-error': 0.023, 'p': 0.20000000000000004, 'mu': 3, 'iter': 460}
{'baseline-error': 0.0265, 'self-trained-error': 0.0235, 'p': 0.20000000000000004, 'mu': 3, 'iter': 461}
{'baseline-error': 0.0255, 'self-trained-error': 0.016, 'p': 0.20000000000000004, 'mu': 3, 'iter': 462}
{'baseline-error': 0.0175, 'self-trained-error': 0.017, 'p': 0.20000000000000004, 'mu': 3, 'iter': 463}
{'baseline-error': 0.0245, 'self-trained-error': 0.0165, 'p': 0.20000000000000004, 'mu': 3, 'iter': 464}
{'baseline-error': 0.029, 'self-trained-error': 0.0255, 'p': 0.20000000000000004, 'mu': 3, 'iter': 465}
{'baseline-error': 0.0235, 'self-trained-error': 0.011, 'p': 0.20000000000000004, 'mu': 3, 'iter': 466}
{'baseline-error': 0.036, 'self-trained-error': 0.0245, 'p': 0.20000000000000004, 'mu': 3, 'iter': 467}
{'baseline-error': 0.0205, 'self-trained-error': 0.021, 'p': 0.20000000000000004, 'mu': 3, 'iter': 468}
{'baseline-error': 0.0245, 'self-trained-error': 0.0215, 'p': 0.20000000000000004, 'mu': 3, 'iter': 469}
{'baseline-error': 0.03, 'self-trained-error': 0.017, 'p': 0.20000000000000004, 'mu': 3, 'iter': 470}
{'baseline-error': 0.0185, 'self-trained-error': 0.0175, 'p': 0.20000000000000004, 'mu': 3, 'iter': 471}
