{'baseline-error': 0.0055, 'self-trained-error': 0.0025, 'p': 0.1, 'mu': 4, 'iter': 150}
{'baseline-error': 0.005, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 151}
{'baseline-error': 0.0075, 'self-trained-error': 0.003, 'p': 0.1, 'mu': 4, 'iter': 152}
{'baseline-error': 0.005, 'self-trained-error': 0.0015, 'p': 0.1, 'mu': 4, 'iter': 153}
{'baseline-error': 0.018, 'self-trained-error': 0.001, 'p': 0.1, 'mu': 4, 'iter': 154}
{'baseline-error': 0.0085, 'self-trained-error': 0.0045, 'p': 0.1, 'mu': 4, 'iter': 155}
{'baseline-error': 0.019, 'self-trained-error': 0.005, 'p': 0.1, 'mu': 4, 'iter': 156}
{'baseline-error': 0.008, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 157}
{'baseline-error': 0.0055, 'self-trained-error': 0.003, 'p': 0.1, 'mu': 4, 'iter': 158}
{'baseline-error': 0.005, 'self-trained-error': 0.0045, 'p': 0.1, 'mu': 4, 'iter': 159}
{'baseline-error': 0.023, 'self-trained-error': 0.0045, 'p': 0.1, 'mu': 4, 'iter': 160}
{'baseline-error': 0.0115, 'self-trained-error': 0.0035, 'p': 0.1, 'mu': 4, 'iter': 161}
{'baseline-error': 0.0145, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 162}
{'baseline-error': 0.0065, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 163}
{'baseline-error': 0.013, 'self-trained-error': 0.001, 'p': 0.1, 'mu': 4, 'iter': 164}
{'baseline-error': 0.0115, 'self-trained-error': 0.0025, 'p': 0.1, 'mu': 4, 'iter': 165}
{'baseline-error': 0.004, 'self-trained-error': 0.003, 'p': 0.1, 'mu': 4, 'iter': 166}
{'baseline-error': 0.0045, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 167}
{'baseline-error': 0.013, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 168}
{'baseline-error': 0.0125, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 169}
{'baseline-error': 0.0035, 'self-trained-error': 0.0015, 'p': 0.1, 'mu': 4, 'iter': 170}
{'baseline-error': 0.0145, 'self-trained-error': 0.001, 'p': 0.1, 'mu': 4, 'iter': 171}
{'baseline-error': 0.0055, 'self-trained-error': 0.005, 'p': 0.1, 'mu': 4, 'iter': 172}
{'baseline-error': 0.0095, 'self-trained-error': 0.004, 'p': 0.1, 'mu': 4, 'iter': 173}
{'baseline-error': 0.006, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 174}
{'baseline-error': 0.0085, 'self-trained-error': 0.0045, 'p': 0.1, 'mu': 4, 'iter': 175}
{'baseline-error': 0.0095, 'self-trained-error': 0.008, 'p': 0.1, 'mu': 4, 'iter': 176}
{'baseline-error': 0.0085, 'self-trained-error': 0.003, 'p': 0.1, 'mu': 4, 'iter': 177}
{'baseline-error': 0.02, 'self-trained-error': 0.004, 'p': 0.1, 'mu': 4, 'iter': 178}
{'baseline-error': 0.003, 'self-trained-error': 0.003, 'p': 0.1, 'mu': 4, 'iter': 179}
{'baseline-error': 0.0385, 'self-trained-error': 0.005, 'p': 0.1, 'mu': 4, 'iter': 180}
{'baseline-error': 0.02, 'self-trained-error': 0.0015, 'p': 0.1, 'mu': 4, 'iter': 181}
{'baseline-error': 0.009, 'self-trained-error': 0.001, 'p': 0.1, 'mu': 4, 'iter': 182}
{'baseline-error': 0.006, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 183}
{'baseline-error': 0.0135, 'self-trained-error': 0.005, 'p': 0.1, 'mu': 4, 'iter': 184}
{'baseline-error': 0.0065, 'self-trained-error': 0.0015, 'p': 0.1, 'mu': 4, 'iter': 185}
{'baseline-error': 0.01, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 186}
{'baseline-error': 0.016, 'self-trained-error': 0.004, 'p': 0.1, 'mu': 4, 'iter': 187}
{'baseline-error': 0.0425, 'self-trained-error': 0.0015, 'p': 0.1, 'mu': 4, 'iter': 188}
{'baseline-error': 0.008, 'self-trained-error': 0.006, 'p': 0.1, 'mu': 4, 'iter': 189}
{'baseline-error': 0.0035, 'self-trained-error': 0.0015, 'p': 0.1, 'mu': 4, 'iter': 190}
{'baseline-error': 0.0135, 'self-trained-error': 0.0035, 'p': 0.1, 'mu': 4, 'iter': 191}
{'baseline-error': 0.008, 'self-trained-error': 0.0035, 'p': 0.1, 'mu': 4, 'iter': 192}
{'baseline-error': 0.0035, 'self-trained-error': 0.0015, 'p': 0.1, 'mu': 4, 'iter': 193}
{'baseline-error': 0.02, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 194}
{'baseline-error': 0.018, 'self-trained-error': 0.002, 'p': 0.1, 'mu': 4, 'iter': 195}
{'baseline-error': 0.0075, 'self-trained-error': 0.003, 'p': 0.1, 'mu': 4, 'iter': 196}
{'baseline-error': 0.0075, 'self-trained-error': 0.004, 'p': 0.1, 'mu': 4, 'iter': 197}
{'baseline-error': 0.007, 'self-trained-error': 0.004, 'p': 0.1, 'mu': 4, 'iter': 198}
{'baseline-error': 0.005, 'self-trained-error': 0.003, 'p': 0.1, 'mu': 4, 'iter': 199}
