{'baseline-error': 0.085, 'self-trained-error': 0.0795, 'p': 0.25000000000000006, 'mu': 2, 'iter': 350}
{'baseline-error': 0.083, 'self-trained-error': 0.0865, 'p': 0.25000000000000006, 'mu': 2, 'iter': 351}
{'baseline-error': 0.0915, 'self-trained-error': 0.0915, 'p': 0.25000000000000006, 'mu': 2, 'iter': 352}
{'baseline-error': 0.101, 'self-trained-error': 0.0995, 'p': 0.25000000000000006, 'mu': 2, 'iter': 353}
{'baseline-error': 0.1085, 'self-trained-error': 0.1, 'p': 0.25000000000000006, 'mu': 2, 'iter': 354}
{'baseline-error': 0.123, 'self-trained-error': 0.1225, 'p': 0.25000000000000006, 'mu': 2, 'iter': 355}
{'baseline-error': 0.115, 'self-trained-error': 0.106, 'p': 0.25000000000000006, 'mu': 2, 'iter': 356}
{'baseline-error': 0.088, 'self-trained-error': 0.088, 'p': 0.25000000000000006, 'mu': 2, 'iter': 357}
{'baseline-error': 0.1005, 'self-trained-error': 0.098, 'p': 0.25000000000000006, 'mu': 2, 'iter': 358}
{'baseline-error': 0.09, 'self-trained-error': 0.086, 'p': 0.25000000000000006, 'mu': 2, 'iter': 359}
{'baseline-error': 0.101, 'self-trained-error': 0.08, 'p': 0.25000000000000006, 'mu': 2, 'iter': 360}
{'baseline-error': 0.109, 'self-trained-error': 0.0935, 'p': 0.25000000000000006, 'mu': 2, 'iter': 361}
{'baseline-error': 0.104, 'self-trained-error': 0.0885, 'p': 0.25000000000000006, 'mu': 2, 'iter': 362}
{'baseline-error': 0.0965, 'self-trained-error': 0.0965, 'p': 0.25000000000000006, 'mu': 2, 'iter': 363}
{'baseline-error': 0.0855, 'self-trained-error': 0.085, 'p': 0.25000000000000006, 'mu': 2, 'iter': 364}
{'baseline-error': 0.1, 'self-trained-error': 0.099, 'p': 0.25000000000000006, 'mu': 2, 'iter': 365}
{'baseline-error': 0.099, 'self-trained-error': 0.097, 'p': 0.25000000000000006, 'mu': 2, 'iter': 366}
