{'baseline-error': 0.1165, 'self-trained-error': 0.0975, 'p': 0.25000000000000006, 'mu': 2, 'iter': 100}
{'baseline-error': 0.098, 'self-trained-error': 0.0935, 'p': 0.25000000000000006, 'mu': 2, 'iter': 101}
{'baseline-error': 0.1255, 'self-trained-error': 0.114, 'p': 0.25000000000000006, 'mu': 2, 'iter': 102}
{'baseline-error': 0.087, 'self-trained-error': 0.084, 'p': 0.25000000000000006, 'mu': 2, 'iter': 103}
{'baseline-error': 0.084, 'self-trained-error': 0.081, 'p': 0.25000000000000006, 'mu': 2, 'iter': 104}
{'baseline-error': 0.097, 'self-trained-error': 0.0905, 'p': 0.25000000000000006, 'mu': 2, 'iter': 105}
{'baseline-error': 0.101, 'self-trained-error': 0.0765, 'p': 0.25000000000000006, 'mu': 2, 'iter': 106}
{'baseline-error': 0.1135, 'self-trained-error': 0.1065, 'p': 0.25000000000000006, 'mu': 2, 'iter': 107}
{'baseline-error': 0.072, 'self-trained-error': 0.0745, 'p': 0.25000000000000006, 'mu': 2, 'iter': 108}
{'baseline-error': 0.077, 'self-trained-error': 0.078, 'p': 0.25000000000000006, 'mu': 2, 'iter': 109}
{'baseline-error': 0.108, 'self-trained-error': 0.102, 'p': 0.25000000000000006, 'mu': 2, 'iter': 110}
{'baseline-error': 0.096, 'self-trained-error': 0.0935, 'p': 0.25000000000000006, 'mu': 2, 'iter': 111}
{'baseline-error': 0.1015, 'self-trained-error': 0.0915, 'p': 0.25000000000000006, 'mu': 2, 'iter': 112}
{'baseline-error': 0.0865, 'self-trained-error': 0.0865, 'p': 0.25000000000000006, 'mu': 2, 'iter': 113}
{'baseline-error': 0.097, 'self-trained-error': 0.096, 'p': 0.25000000000000006, 'mu': 2, 'iter': 114}
{'baseline-error': 0.1025, 'self-trained-error': 0.098, 'p': 0.25000000000000006, 'mu': 2, 'iter': 115}
{'baseline-error': 0.1115, 'self-trained-error': 0.1105, 'p': 0.25000000000000006, 'mu': 2, 'iter': 116}
{'baseline-error': 0.0905, 'self-trained-error': 0.0805, 'p': 0.25000000000000006, 'mu': 2, 'iter': 117}
{'baseline-error': 0.073, 'self-trained-error': 0.0735, 'p': 0.25000000000000006, 'mu': 2, 'iter': 118}
{'baseline-error': 0.0885, 'self-trained-error': 0.0895, 'p': 0.25000000000000006, 'mu': 2, 'iter': 119}
{'baseline-error': 0.1125, 'self-trained-error': 0.1125, 'p': 0.25000000000000006, 'mu': 2, 'iter': 120}
{'baseline-error': 0.115, 'self-trained-error': 0.0845, 'p': 0.25000000000000006, 'mu': 2, 'iter': 121}
{'baseline-error': 0.0925, 'self-trained-error': 0.0795, 'p': 0.25000000000000006, 'mu': 2, 'iter': 122}
{'baseline-error': 0.0855, 'self-trained-error': 0.086, 'p': 0.25000000000000006, 'mu': 2, 'iter': 123}
{'baseline-error': 0.08, 'self-trained-error': 0.078, 'p': 0.25000000000000006, 'mu': 2, 'iter': 124}
{'baseline-error': 0.0895, 'self-trained-error': 0.0885, 'p': 0.25000000000000006, 'mu': 2, 'iter': 125}
{'baseline-error': 0.0875, 'self-trained-error': 0.0865, 'p': 0.25000000000000006, 'mu': 2, 'iter': 126}
{'baseline-error': 0.0915, 'self-trained-error': 0.0835, 'p': 0.25000000000000006, 'mu': 2, 'iter': 127}
{'baseline-error': 0.0975, 'self-trained-error': 0.0955, 'p': 0.25000000000000006, 'mu': 2, 'iter': 128}
{'baseline-error': 0.0865, 'self-trained-error': 0.0905, 'p': 0.25000000000000006, 'mu': 2, 'iter': 129}
{'baseline-error': 0.079, 'self-trained-error': 0.0795, 'p': 0.25000000000000006, 'mu': 2, 'iter': 130}
{'baseline-error': 0.1035, 'self-trained-error': 0.1025, 'p': 0.25000000000000006, 'mu': 2, 'iter': 131}
{'baseline-error': 0.131, 'self-trained-error': 0.1085, 'p': 0.25000000000000006, 'mu': 2, 'iter': 132}
{'baseline-error': 0.1135, 'self-trained-error': 0.105, 'p': 0.25000000000000006, 'mu': 2, 'iter': 133}
{'baseline-error': 0.1025, 'self-trained-error': 0.1015, 'p': 0.25000000000000006, 'mu': 2, 'iter': 134}
{'baseline-error': 0.1225, 'self-trained-error': 0.1045, 'p': 0.25000000000000006, 'mu': 2, 'iter': 135}
{'baseline-error': 0.098, 'self-trained-error': 0.098, 'p': 0.25000000000000006, 'mu': 2, 'iter': 136}
{'baseline-error': 0.1085, 'self-trained-error': 0.102, 'p': 0.25000000000000006, 'mu': 2, 'iter': 137}
{'baseline-error': 0.099, 'self-trained-error': 0.084, 'p': 0.25000000000000006, 'mu': 2, 'iter': 138}
{'baseline-error': 0.086, 'self-trained-error': 0.085, 'p': 0.25000000000000006, 'mu': 2, 'iter': 139}
{'baseline-error': 0.075, 'self-trained-error': 0.0745, 'p': 0.25000000000000006, 'mu': 2, 'iter': 140}
{'baseline-error': 0.1125, 'self-trained-error': 0.0975, 'p': 0.25000000000000006, 'mu': 2, 'iter': 141}
{'baseline-error': 0.0945, 'self-trained-error': 0.0845, 'p': 0.25000000000000006, 'mu': 2, 'iter': 142}
{'baseline-error': 0.0995, 'self-trained-error': 0.0975, 'p': 0.25000000000000006, 'mu': 2, 'iter': 143}
{'baseline-error': 0.102, 'self-trained-error': 0.089, 'p': 0.25000000000000006, 'mu': 2, 'iter': 144}
{'baseline-error': 0.086, 'self-trained-error': 0.081, 'p': 0.25000000000000006, 'mu': 2, 'iter': 145}
{'baseline-error': 0.121, 'self-trained-error': 0.116, 'p': 0.25000000000000006, 'mu': 2, 'iter': 146}
{'baseline-error': 0.101, 'self-trained-error': 0.0985, 'p': 0.25000000000000006, 'mu': 2, 'iter': 147}
{'baseline-error': 0.107, 'self-trained-error': 0.105, 'p': 0.25000000000000006, 'mu': 2, 'iter': 148}
{'baseline-error': 0.098, 'self-trained-error': 0.084, 'p': 0.25000000000000006, 'mu': 2, 'iter': 149}
