{'baseline-error': 0.111, 'self-trained-error': 0.096, 'p': 0.20000000000000004, 'mu': 2, 'iter': 150}
{'baseline-error': 0.104, 'self-trained-error': 0.1025, 'p': 0.20000000000000004, 'mu': 2, 'iter': 151}
{'baseline-error': 0.074, 'self-trained-error': 0.073, 'p': 0.20000000000000004, 'mu': 2, 'iter': 152}
{'baseline-error': 0.103, 'self-trained-error': 0.085, 'p': 0.20000000000000004, 'mu': 2, 'iter': 153}
{'baseline-error': 0.1215, 'self-trained-error': 0.1055, 'p': 0.20000000000000004, 'mu': 2, 'iter': 154}
{'baseline-error': 0.1245, 'self-trained-error': 0.1095, 'p': 0.20000000000000004, 'mu': 2, 'iter': 155}
{'baseline-error': 0.1525, 'self-trained-error': 0.151, 'p': 0.20000000000000004, 'mu': 2, 'iter': 156}
{'baseline-error': 0.0955, 'self-trained-error': 0.097, 'p': 0.20000000000000004, 'mu': 2, 'iter': 157}
{'baseline-error': 0.092, 'self-trained-error': 0.087, 'p': 0.20000000000000004, 'mu': 2, 'iter': 158}
{'baseline-error': 0.128, 'self-trained-error': 0.126, 'p': 0.20000000000000004, 'mu': 2, 'iter': 159}
{'baseline-error': 0.139, 'self-trained-error': 0.139, 'p': 0.20000000000000004, 'mu': 2, 'iter': 160}
{'baseline-error': 0.1215, 'self-trained-error': 0.121, 'p': 0.20000000000000004, 'mu': 2, 'iter': 161}
{'baseline-error': 0.119, 'self-trained-error': 0.11, 'p': 0.20000000000000004, 'mu': 2, 'iter': 162}
{'baseline-error': 0.1165, 'self-trained-error': 0.0985, 'p': 0.20000000000000004, 'mu': 2, 'iter': 163}
{'baseline-error': 0.138, 'self-trained-error': 0.1085, 'p': 0.20000000000000004, 'mu': 2, 'iter': 164}
{'baseline-error': 0.0815, 'self-trained-error': 0.075, 'p': 0.20000000000000004, 'mu': 2, 'iter': 165}
{'baseline-error': 0.1045, 'self-trained-error': 0.0925, 'p': 0.20000000000000004, 'mu': 2, 'iter': 166}
{'baseline-error': 0.1195, 'self-trained-error': 0.1135, 'p': 0.20000000000000004, 'mu': 2, 'iter': 167}
{'baseline-error': 0.1085, 'self-trained-error': 0.0915, 'p': 0.20000000000000004, 'mu': 2, 'iter': 168}
{'baseline-error': 0.12, 'self-trained-error': 0.1055, 'p': 0.20000000000000004, 'mu': 2, 'iter': 169}
{'baseline-error': 0.099, 'self-trained-error': 0.092, 'p': 0.20000000000000004, 'mu': 2, 'iter': 170}
{'baseline-error': 0.1095, 'self-trained-error': 0.0915, 'p': 0.20000000000000004, 'mu': 2, 'iter': 171}
{'baseline-error': 0.12, 'self-trained-error': 0.102, 'p': 0.20000000000000004, 'mu': 2, 'iter': 172}
{'baseline-error': 0.1275, 'self-trained-error': 0.1005, 'p': 0.20000000000000004, 'mu': 2, 'iter': 173}
{'baseline-error': 0.1275, 'self-trained-error': 0.1195, 'p': 0.20000000000000004, 'mu': 2, 'iter': 174}
{'baseline-error': 0.1295, 'self-trained-error': 0.115, 'p': 0.20000000000000004, 'mu': 2, 'iter': 175}
{'baseline-error': 0.15, 'self-trained-error': 0.146, 'p': 0.20000000000000004, 'mu': 2, 'iter': 176}
{'baseline-error': 0.1515, 'self-trained-error': 0.15, 'p': 0.20000000000000004, 'mu': 2, 'iter': 177}
{'baseline-error': 0.1025, 'self-trained-error': 0.0955, 'p': 0.20000000000000004, 'mu': 2, 'iter': 178}
{'baseline-error': 0.1265, 'self-trained-error': 0.0945, 'p': 0.20000000000000004, 'mu': 2, 'iter': 179}
