{'baseline-error': 0.111, 'self-trained-error': 0.096, 'p': 0.20000000000000004, 'mu': 2, 'iter': 150}
{'baseline-error': 0.1165, 'self-trained-error': 0.133, 'p': 0.20000000000000004, 'mu': 2, 'iter': 180}
{'baseline-error': 0.1245, 'self-trained-error': 0.115, 'p': 0.20000000000000004, 'mu': 2, 'iter': 181}
{'baseline-error': 0.1155, 'self-trained-error': 0.083, 'p': 0.20000000000000004, 'mu': 2, 'iter': 182}
{'baseline-error': 0.127, 'self-trained-error': 0.122, 'p': 0.20000000000000004, 'mu': 2, 'iter': 183}
{'baseline-error': 0.106, 'self-trained-error': 0.085, 'p': 0.20000000000000004, 'mu': 2, 'iter': 184}
{'baseline-error': 0.106, 'self-trained-error': 0.105, 'p': 0.20000000000000004, 'mu': 2, 'iter': 185}
{'baseline-error': 0.1345, 'self-trained-error': 0.1175, 'p': 0.20000000000000004, 'mu': 2, 'iter': 186}
{'baseline-error': 0.0965, 'self-trained-error': 0.0895, 'p': 0.20000000000000004, 'mu': 2, 'iter': 187}
{'baseline-error': 0.1165, 'self-trained-error': 0.0965, 'p': 0.20000000000000004, 'mu': 2, 'iter': 188}
{'baseline-error': 0.1075, 'self-trained-error': 0.1065, 'p': 0.20000000000000004, 'mu': 2, 'iter': 189}
{'baseline-error': 0.0945, 'self-trained-error': 0.0855, 'p': 0.20000000000000004, 'mu': 2, 'iter': 190}
{'baseline-error': 0.1555, 'self-trained-error': 0.124, 'p': 0.20000000000000004, 'mu': 2, 'iter': 191}
{'baseline-error': 0.1275, 'self-trained-error': 0.1105, 'p': 0.20000000000000004, 'mu': 2, 'iter': 192}
{'baseline-error': 0.139, 'self-trained-error': 0.123, 'p': 0.20000000000000004, 'mu': 2, 'iter': 193}
{'baseline-error': 0.102, 'self-trained-error': 0.1025, 'p': 0.20000000000000004, 'mu': 2, 'iter': 194}
{'baseline-error': 0.1505, 'self-trained-error': 0.151, 'p': 0.20000000000000004, 'mu': 2, 'iter': 195}
{'baseline-error': 0.1475, 'self-trained-error': 0.1305, 'p': 0.20000000000000004, 'mu': 2, 'iter': 196}
{'baseline-error': 0.093, 'self-trained-error': 0.0905, 'p': 0.20000000000000004, 'mu': 2, 'iter': 197}
{'baseline-error': 0.0995, 'self-trained-error': 0.0925, 'p': 0.20000000000000004, 'mu': 2, 'iter': 198}
{'baseline-error': 0.1435, 'self-trained-error': 0.1005, 'p': 0.20000000000000004, 'mu': 2, 'iter': 199}
