{'baseline-error': 0.0225, 'self-trained-error': 0.019, 'p': 0.25000000000000006, 'mu': 3, 'iter': 100}
{'baseline-error': 0.0295, 'self-trained-error': 0.02, 'p': 0.25000000000000006, 'mu': 3, 'iter': 101}
{'baseline-error': 0.0255, 'self-trained-error': 0.0155, 'p': 0.25000000000000006, 'mu': 3, 'iter': 102}
{'baseline-error': 0.0275, 'self-trained-error': 0.0185, 'p': 0.25000000000000006, 'mu': 3, 'iter': 103}
{'baseline-error': 0.029, 'self-trained-error': 0.022, 'p': 0.25000000000000006, 'mu': 3, 'iter': 104}
{'baseline-error': 0.0205, 'self-trained-error': 0.02, 'p': 0.25000000000000006, 'mu': 3, 'iter': 105}
{'baseline-error': 0.0235, 'self-trained-error': 0.0215, 'p': 0.25000000000000006, 'mu': 3, 'iter': 106}
{'baseline-error': 0.022, 'self-trained-error': 0.022, 'p': 0.25000000000000006, 'mu': 3, 'iter': 107}
{'baseline-error': 0.022, 'self-trained-error': 0.015, 'p': 0.25000000000000006, 'mu': 3, 'iter': 108}
{'baseline-error': 0.02, 'self-trained-error': 0.0185, 'p': 0.25000000000000006, 'mu': 3, 'iter': 109}
{'baseline-error': 0.0195, 'self-trained-error': 0.02, 'p': 0.25000000000000006, 'mu': 3, 'iter': 110}
{'baseline-error': 0.0225, 'self-trained-error': 0.0195, 'p': 0.25000000000000006, 'mu': 3, 'iter': 111}
{'baseline-error': 0.0315, 'self-trained-error': 0.0175, 'p': 0.25000000000000006, 'mu': 3, 'iter': 112}
{'baseline-error': 0.0205, 'self-trained-error': 0.0165, 'p': 0.25000000000000006, 'mu': 3, 'iter': 113}
{'baseline-error': 0.0205, 'self-trained-error': 0.0215, 'p': 0.25000000000000006, 'mu': 3, 'iter': 114}
{'baseline-error': 0.019, 'self-trained-error': 0.0195, 'p': 0.25000000000000006, 'mu': 3, 'iter': 115}
{'baseline-error': 0.022, 'self-trained-error': 0.0175, 'p': 0.25000000000000006, 'mu': 3, 'iter': 116}
{'baseline-error': 0.023, 'self-trained-error': 0.0205, 'p': 0.25000000000000006, 'mu': 3, 'iter': 117}
{'baseline-error': 0.023, 'self-trained-error': 0.023, 'p': 0.25000000000000006, 'mu': 3, 'iter': 118}
