{'baseline-error': 0.0795, 'self-trained-error': 0.0815, 'p': 0.30000000000000004, 'mu': 2, 'iter': 200}
{'baseline-error': 0.091, 'self-trained-error': 0.0945, 'p': 0.30000000000000004, 'mu': 2, 'iter': 201}
{'baseline-error': 0.1065, 'self-trained-error': 0.1035, 'p': 0.30000000000000004, 'mu': 2, 'iter': 202}
{'baseline-error': 0.091, 'self-trained-error': 0.091, 'p': 0.30000000000000004, 'mu': 2, 'iter': 203}
{'baseline-error': 0.0855, 'self-trained-error': 0.083, 'p': 0.30000000000000004, 'mu': 2, 'iter': 204}
{'baseline-error': 0.091, 'self-trained-error': 0.0895, 'p': 0.30000000000000004, 'mu': 2, 'iter': 205}
{'baseline-error': 0.091, 'self-trained-error': 0.089, 'p': 0.30000000000000004, 'mu': 2, 'iter': 206}
{'baseline-error': 0.092, 'self-trained-error': 0.0815, 'p': 0.30000000000000004, 'mu': 2, 'iter': 207}
{'baseline-error': 0.1205, 'self-trained-error': 0.11, 'p': 0.30000000000000004, 'mu': 2, 'iter': 208}
{'baseline-error': 0.1005, 'self-trained-error': 0.0965, 'p': 0.30000000000000004, 'mu': 2, 'iter': 209}
{'baseline-error': 0.0815, 'self-trained-error': 0.078, 'p': 0.30000000000000004, 'mu': 2, 'iter': 210}
{'baseline-error': 0.0835, 'self-trained-error': 0.083, 'p': 0.30000000000000004, 'mu': 2, 'iter': 211}
{'baseline-error': 0.073, 'self-trained-error': 0.073, 'p': 0.30000000000000004, 'mu': 2, 'iter': 212}
{'baseline-error': 0.0905, 'self-trained-error': 0.087, 'p': 0.30000000000000004, 'mu': 2, 'iter': 213}
{'baseline-error': 0.084, 'self-trained-error': 0.084, 'p': 0.30000000000000004, 'mu': 2, 'iter': 214}
{'baseline-error': 0.093, 'self-trained-error': 0.091, 'p': 0.30000000000000004, 'mu': 2, 'iter': 215}
{'baseline-error': 0.096, 'self-trained-error': 0.094, 'p': 0.30000000000000004, 'mu': 2, 'iter': 216}
{'baseline-error': 0.0935, 'self-trained-error': 0.0925, 'p': 0.30000000000000004, 'mu': 2, 'iter': 217}
{'baseline-error': 0.0865, 'self-trained-error': 0.0795, 'p': 0.30000000000000004, 'mu': 2, 'iter': 218}
{'baseline-error': 0.097, 'self-trained-error': 0.09, 'p': 0.30000000000000004, 'mu': 2, 'iter': 219}
{'baseline-error': 0.0745, 'self-trained-error': 0.0735, 'p': 0.30000000000000004, 'mu': 2, 'iter': 220}
{'baseline-error': 0.096, 'self-trained-error': 0.087, 'p': 0.30000000000000004, 'mu': 2, 'iter': 221}
{'baseline-error': 0.089, 'self-trained-error': 0.0875, 'p': 0.30000000000000004, 'mu': 2, 'iter': 222}
{'baseline-error': 0.091, 'self-trained-error': 0.087, 'p': 0.30000000000000004, 'mu': 2, 'iter': 223}
{'baseline-error': 0.0785, 'self-trained-error': 0.087, 'p': 0.30000000000000004, 'mu': 2, 'iter': 224}
{'baseline-error': 0.096, 'self-trained-error': 0.089, 'p': 0.30000000000000004, 'mu': 2, 'iter': 225}
{'baseline-error': 0.0895, 'self-trained-error': 0.079, 'p': 0.30000000000000004, 'mu': 2, 'iter': 226}
{'baseline-error': 0.1, 'self-trained-error': 0.096, 'p': 0.30000000000000004, 'mu': 2, 'iter': 227}
{'baseline-error': 0.0755, 'self-trained-error': 0.0725, 'p': 0.30000000000000004, 'mu': 2, 'iter': 228}
{'baseline-error': 0.088, 'self-trained-error': 0.0825, 'p': 0.30000000000000004, 'mu': 2, 'iter': 229}
{'baseline-error': 0.113, 'self-trained-error': 0.1005, 'p': 0.30000000000000004, 'mu': 2, 'iter': 230}
{'baseline-error': 0.0875, 'self-trained-error': 0.0825, 'p': 0.30000000000000004, 'mu': 2, 'iter': 231}
{'baseline-error': 0.1045, 'self-trained-error': 0.1005, 'p': 0.30000000000000004, 'mu': 2, 'iter': 232}
{'baseline-error': 0.1135, 'self-trained-error': 0.1015, 'p': 0.30000000000000004, 'mu': 2, 'iter': 233}
{'baseline-error': 0.107, 'self-trained-error': 0.096, 'p': 0.30000000000000004, 'mu': 2, 'iter': 234}
{'baseline-error': 0.083, 'self-trained-error': 0.081, 'p': 0.30000000000000004, 'mu': 2, 'iter': 235}
{'baseline-error': 0.089, 'self-trained-error': 0.09, 'p': 0.30000000000000004, 'mu': 2, 'iter': 236}
{'baseline-error': 0.0965, 'self-trained-error': 0.096, 'p': 0.30000000000000004, 'mu': 2, 'iter': 237}
{'baseline-error': 0.0885, 'self-trained-error': 0.0895, 'p': 0.30000000000000004, 'mu': 2, 'iter': 238}
{'baseline-error': 0.1135, 'self-trained-error': 0.098, 'p': 0.30000000000000004, 'mu': 2, 'iter': 239}
{'baseline-error': 0.0885, 'self-trained-error': 0.0855, 'p': 0.30000000000000004, 'mu': 2, 'iter': 240}
{'baseline-error': 0.0885, 'self-trained-error': 0.089, 'p': 0.30000000000000004, 'mu': 2, 'iter': 241}
{'baseline-error': 0.0735, 'self-trained-error': 0.073, 'p': 0.30000000000000004, 'mu': 2, 'iter': 242}
{'baseline-error': 0.082, 'self-trained-error': 0.0825, 'p': 0.30000000000000004, 'mu': 2, 'iter': 243}
{'baseline-error': 0.1085, 'self-trained-error': 0.114, 'p': 0.30000000000000004, 'mu': 2, 'iter': 244}
{'baseline-error': 0.0995, 'self-trained-error': 0.102, 'p': 0.30000000000000004, 'mu': 2, 'iter': 245}
{'baseline-error': 0.1295, 'self-trained-error': 0.1005, 'p': 0.30000000000000004, 'mu': 2, 'iter': 246}
{'baseline-error': 0.0925, 'self-trained-error': 0.085, 'p': 0.30000000000000004, 'mu': 2, 'iter': 247}
{'baseline-error': 0.1005, 'self-trained-error': 0.0935, 'p': 0.30000000000000004, 'mu': 2, 'iter': 248}
{'baseline-error': 0.103, 'self-trained-error': 0.105, 'p': 0.30000000000000004, 'mu': 2, 'iter': 249}
