{'baseline-error': 0.056, 'self-trained-error': 0.0185, 'p': 0.1, 'mu': 3, 'iter': 300}
{'baseline-error': 0.048, 'self-trained-error': 0.0195, 'p': 0.1, 'mu': 3, 'iter': 301}
{'baseline-error': 0.051, 'self-trained-error': 0.0255, 'p': 0.1, 'mu': 3, 'iter': 302}
{'baseline-error': 0.023, 'self-trained-error': 0.0235, 'p': 0.1, 'mu': 3, 'iter': 303}
{'baseline-error': 0.0435, 'self-trained-error': 0.034, 'p': 0.1, 'mu': 3, 'iter': 304}
{'baseline-error': 0.044, 'self-trained-error': 0.013, 'p': 0.1, 'mu': 3, 'iter': 305}
{'baseline-error': 0.07, 'self-trained-error': 0.037, 'p': 0.1, 'mu': 3, 'iter': 306}
{'baseline-error': 0.0535, 'self-trained-error': 0.0285, 'p': 0.1, 'mu': 3, 'iter': 307}
{'baseline-error': 0.0375, 'self-trained-error': 0.021, 'p': 0.1, 'mu': 3, 'iter': 308}
{'baseline-error': 0.0585, 'self-trained-error': 0.0285, 'p': 0.1, 'mu': 3, 'iter': 309}
{'baseline-error': 0.051, 'self-trained-error': 0.049, 'p': 0.1, 'mu': 3, 'iter': 310}
{'baseline-error': 0.042, 'self-trained-error': 0.0155, 'p': 0.1, 'mu': 3, 'iter': 311}
{'baseline-error': 0.0285, 'self-trained-error': 0.016, 'p': 0.1, 'mu': 3, 'iter': 312}
{'baseline-error': 0.045, 'self-trained-error': 0.016, 'p': 0.1, 'mu': 3, 'iter': 313}
{'baseline-error': 0.05, 'self-trained-error': 0.0425, 'p': 0.1, 'mu': 3, 'iter': 314}
{'baseline-error': 0.049, 'self-trained-error': 0.025, 'p': 0.1, 'mu': 3, 'iter': 315}
{'baseline-error': 0.04, 'self-trained-error': 0.03, 'p': 0.1, 'mu': 3, 'iter': 316}
{'baseline-error': 0.0285, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 317}
{'baseline-error': 0.038, 'self-trained-error': 0.0165, 'p': 0.1, 'mu': 3, 'iter': 318}
{'baseline-error': 0.0405, 'self-trained-error': 0.0355, 'p': 0.1, 'mu': 3, 'iter': 319}
{'baseline-error': 0.0265, 'self-trained-error': 0.0195, 'p': 0.1, 'mu': 3, 'iter': 320}
{'baseline-error': 0.0445, 'self-trained-error': 0.0225, 'p': 0.1, 'mu': 3, 'iter': 321}
{'baseline-error': 0.0425, 'self-trained-error': 0.032, 'p': 0.1, 'mu': 3, 'iter': 322}
{'baseline-error': 0.056, 'self-trained-error': 0.018, 'p': 0.1, 'mu': 3, 'iter': 323}
{'baseline-error': 0.0595, 'self-trained-error': 0.022, 'p': 0.1, 'mu': 3, 'iter': 324}
{'baseline-error': 0.0265, 'self-trained-error': 0.018, 'p': 0.1, 'mu': 3, 'iter': 325}
{'baseline-error': 0.0395, 'self-trained-error': 0.0165, 'p': 0.1, 'mu': 3, 'iter': 326}
{'baseline-error': 0.06, 'self-trained-error': 0.031, 'p': 0.1, 'mu': 3, 'iter': 327}
{'baseline-error': 0.045, 'self-trained-error': 0.0195, 'p': 0.1, 'mu': 3, 'iter': 328}
{'baseline-error': 0.0515, 'self-trained-error': 0.0245, 'p': 0.1, 'mu': 3, 'iter': 329}
{'baseline-error': 0.0595, 'self-trained-error': 0.0585, 'p': 0.1, 'mu': 3, 'iter': 330}
{'baseline-error': 0.0435, 'self-trained-error': 0.02, 'p': 0.1, 'mu': 3, 'iter': 331}
{'baseline-error': 0.052, 'self-trained-error': 0.0375, 'p': 0.1, 'mu': 3, 'iter': 332}
{'baseline-error': 0.0405, 'self-trained-error': 0.0165, 'p': 0.1, 'mu': 3, 'iter': 333}
{'baseline-error': 0.054, 'self-trained-error': 0.0305, 'p': 0.1, 'mu': 3, 'iter': 334}
{'baseline-error': 0.091, 'self-trained-error': 0.045, 'p': 0.1, 'mu': 3, 'iter': 335}
{'baseline-error': 0.033, 'self-trained-error': 0.0295, 'p': 0.1, 'mu': 3, 'iter': 336}
{'baseline-error': 0.027, 'self-trained-error': 0.016, 'p': 0.1, 'mu': 3, 'iter': 337}
{'baseline-error': 0.043, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 338}
{'baseline-error': 0.042, 'self-trained-error': 0.018, 'p': 0.1, 'mu': 3, 'iter': 339}
{'baseline-error': 0.0475, 'self-trained-error': 0.0225, 'p': 0.1, 'mu': 3, 'iter': 340}
{'baseline-error': 0.048, 'self-trained-error': 0.0305, 'p': 0.1, 'mu': 3, 'iter': 341}
{'baseline-error': 0.0515, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 342}
{'baseline-error': 0.0275, 'self-trained-error': 0.018, 'p': 0.1, 'mu': 3, 'iter': 343}
{'baseline-error': 0.032, 'self-trained-error': 0.019, 'p': 0.1, 'mu': 3, 'iter': 344}
{'baseline-error': 0.032, 'self-trained-error': 0.0215, 'p': 0.1, 'mu': 3, 'iter': 345}
{'baseline-error': 0.0355, 'self-trained-error': 0.027, 'p': 0.1, 'mu': 3, 'iter': 346}
{'baseline-error': 0.0535, 'self-trained-error': 0.0235, 'p': 0.1, 'mu': 3, 'iter': 347}
{'baseline-error': 0.063, 'self-trained-error': 0.0295, 'p': 0.1, 'mu': 3, 'iter': 348}
{'baseline-error': 0.0335, 'self-trained-error': 0.0205, 'p': 0.1, 'mu': 3, 'iter': 349}
