{'baseline-error': 0.042, 'self-trained-error': 0.021, 'p': 0.15000000000000002, 'mu': 3, 'iter': 400}
{'baseline-error': 0.0355, 'self-trained-error': 0.02, 'p': 0.15000000000000002, 'mu': 3, 'iter': 401}
{'baseline-error': 0.049, 'self-trained-error': 0.0445, 'p': 0.15000000000000002, 'mu': 3, 'iter': 402}
{'baseline-error': 0.0405, 'self-trained-error': 0.0305, 'p': 0.15000000000000002, 'mu': 3, 'iter': 403}
{'baseline-error': 0.031, 'self-trained-error': 0.016, 'p': 0.15000000000000002, 'mu': 3, 'iter': 404}
{'baseline-error': 0.0235, 'self-trained-error': 0.016, 'p': 0.15000000000000002, 'mu': 3, 'iter': 405}
{'baseline-error': 0.027, 'self-trained-error': 0.023, 'p': 0.15000000000000002, 'mu': 3, 'iter': 406}
{'baseline-error': 0.0325, 'self-trained-error': 0.0245, 'p': 0.15000000000000002, 'mu': 3, 'iter': 407}
{'baseline-error': 0.018, 'self-trained-error': 0.0165, 'p': 0.15000000000000002, 'mu': 3, 'iter': 408}
{'baseline-error': 0.034, 'self-trained-error': 0.029, 'p': 0.15000000000000002, 'mu': 3, 'iter': 409}
{'baseline-error': 0.0325, 'self-trained-error': 0.018, 'p': 0.15000000000000002, 'mu': 3, 'iter': 410}
{'baseline-error': 0.036, 'self-trained-error': 0.0245, 'p': 0.15000000000000002, 'mu': 3, 'iter': 411}
{'baseline-error': 0.037, 'self-trained-error': 0.024, 'p': 0.15000000000000002, 'mu': 3, 'iter': 412}
{'baseline-error': 0.034, 'self-trained-error': 0.0175, 'p': 0.15000000000000002, 'mu': 3, 'iter': 413}
{'baseline-error': 0.036, 'self-trained-error': 0.021, 'p': 0.15000000000000002, 'mu': 3, 'iter': 414}
{'baseline-error': 0.0295, 'self-trained-error': 0.015, 'p': 0.15000000000000002, 'mu': 3, 'iter': 415}
{'baseline-error': 0.0135, 'self-trained-error': 0.0125, 'p': 0.15000000000000002, 'mu': 3, 'iter': 416}
{'baseline-error': 0.027, 'self-trained-error': 0.0215, 'p': 0.15000000000000002, 'mu': 3, 'iter': 417}
{'baseline-error': 0.0465, 'self-trained-error': 0.022, 'p': 0.15000000000000002, 'mu': 3, 'iter': 418}
{'baseline-error': 0.0325, 'self-trained-error': 0.022, 'p': 0.15000000000000002, 'mu': 3, 'iter': 419}
{'baseline-error': 0.0365, 'self-trained-error': 0.0165, 'p': 0.15000000000000002, 'mu': 3, 'iter': 420}
{'baseline-error': 0.031, 'self-trained-error': 0.014, 'p': 0.15000000000000002, 'mu': 3, 'iter': 421}
{'baseline-error': 0.04, 'self-trained-error': 0.04, 'p': 0.15000000000000002, 'mu': 3, 'iter': 422}
{'baseline-error': 0.017, 'self-trained-error': 0.017, 'p': 0.15000000000000002, 'mu': 3, 'iter': 423}
{'baseline-error': 0.0645, 'self-trained-error': 0.0275, 'p': 0.15000000000000002, 'mu': 3, 'iter': 424}
{'baseline-error': 0.032, 'self-trained-error': 0.023, 'p': 0.15000000000000002, 'mu': 3, 'iter': 425}
{'baseline-error': 0.0265, 'self-trained-error': 0.025, 'p': 0.15000000000000002, 'mu': 3, 'iter': 426}
{'baseline-error': 0.0245, 'self-trained-error': 0.0185, 'p': 0.15000000000000002, 'mu': 3, 'iter': 427}
{'baseline-error': 0.056, 'self-trained-error': 0.023, 'p': 0.15000000000000002, 'mu': 3, 'iter': 428}
{'baseline-error': 0.0295, 'self-trained-error': 0.019, 'p': 0.15000000000000002, 'mu': 3, 'iter': 429}
{'baseline-error': 0.0395, 'self-trained-error': 0.027, 'p': 0.15000000000000002, 'mu': 3, 'iter': 430}
{'baseline-error': 0.0335, 'self-trained-error': 0.0205, 'p': 0.15000000000000002, 'mu': 3, 'iter': 431}
{'baseline-error': 0.0255, 'self-trained-error': 0.0205, 'p': 0.15000000000000002, 'mu': 3, 'iter': 432}
{'baseline-error': 0.0215, 'self-trained-error': 0.0185, 'p': 0.15000000000000002, 'mu': 3, 'iter': 433}
{'baseline-error': 0.031, 'self-trained-error': 0.018, 'p': 0.15000000000000002, 'mu': 3, 'iter': 434}
{'baseline-error': 0.026, 'self-trained-error': 0.022, 'p': 0.15000000000000002, 'mu': 3, 'iter': 435}
{'baseline-error': 0.0385, 'self-trained-error': 0.018, 'p': 0.15000000000000002, 'mu': 3, 'iter': 436}
{'baseline-error': 0.0255, 'self-trained-error': 0.02, 'p': 0.15000000000000002, 'mu': 3, 'iter': 437}
{'baseline-error': 0.027, 'self-trained-error': 0.018, 'p': 0.15000000000000002, 'mu': 3, 'iter': 438}
{'baseline-error': 0.039, 'self-trained-error': 0.0185, 'p': 0.15000000000000002, 'mu': 3, 'iter': 439}
{'baseline-error': 0.0365, 'self-trained-error': 0.0175, 'p': 0.15000000000000002, 'mu': 3, 'iter': 440}
{'baseline-error': 0.0345, 'self-trained-error': 0.018, 'p': 0.15000000000000002, 'mu': 3, 'iter': 441}
{'baseline-error': 0.038, 'self-trained-error': 0.0215, 'p': 0.15000000000000002, 'mu': 3, 'iter': 442}
{'baseline-error': 0.0245, 'self-trained-error': 0.0175, 'p': 0.15000000000000002, 'mu': 3, 'iter': 443}
{'baseline-error': 0.04, 'self-trained-error': 0.0365, 'p': 0.15000000000000002, 'mu': 3, 'iter': 444}
{'baseline-error': 0.0585, 'self-trained-error': 0.0395, 'p': 0.15000000000000002, 'mu': 3, 'iter': 445}
{'baseline-error': 0.033, 'self-trained-error': 0.024, 'p': 0.15000000000000002, 'mu': 3, 'iter': 446}
{'baseline-error': 0.018, 'self-trained-error': 0.018, 'p': 0.15000000000000002, 'mu': 3, 'iter': 447}
{'baseline-error': 0.045, 'self-trained-error': 0.0185, 'p': 0.15000000000000002, 'mu': 3, 'iter': 448}
{'baseline-error': 0.029, 'self-trained-error': 0.022, 'p': 0.15000000000000002, 'mu': 3, 'iter': 449}
