{'baseline-error': 0.0245, 'self-trained-error': 0.024, 'p': 0.20000000000000004, 'mu': 3, 'iter': 250}
{'baseline-error': 0.0305, 'self-trained-error': 0.0175, 'p': 0.20000000000000004, 'mu': 3, 'iter': 251}
{'baseline-error': 0.0165, 'self-trained-error': 0.017, 'p': 0.20000000000000004, 'mu': 3, 'iter': 252}
{'baseline-error': 0.0375, 'self-trained-error': 0.0275, 'p': 0.20000000000000004, 'mu': 3, 'iter': 253}
{'baseline-error': 0.038, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 254}
{'baseline-error': 0.0185, 'self-trained-error': 0.016, 'p': 0.20000000000000004, 'mu': 3, 'iter': 255}
{'baseline-error': 0.0215, 'self-trained-error': 0.018, 'p': 0.20000000000000004, 'mu': 3, 'iter': 256}
{'baseline-error': 0.035, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 257}
{'baseline-error': 0.0365, 'self-trained-error': 0.031, 'p': 0.20000000000000004, 'mu': 3, 'iter': 258}
{'baseline-error': 0.019, 'self-trained-error': 0.0185, 'p': 0.20000000000000004, 'mu': 3, 'iter': 259}
{'baseline-error': 0.019, 'self-trained-error': 0.013, 'p': 0.20000000000000004, 'mu': 3, 'iter': 260}
{'baseline-error': 0.0185, 'self-trained-error': 0.018, 'p': 0.20000000000000004, 'mu': 3, 'iter': 261}
{'baseline-error': 0.0335, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 262}
{'baseline-error': 0.0195, 'self-trained-error': 0.014, 'p': 0.20000000000000004, 'mu': 3, 'iter': 263}
{'baseline-error': 0.021, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 264}
{'baseline-error': 0.032, 'self-trained-error': 0.02, 'p': 0.20000000000000004, 'mu': 3, 'iter': 265}
{'baseline-error': 0.0255, 'self-trained-error': 0.016, 'p': 0.20000000000000004, 'mu': 3, 'iter': 266}
{'baseline-error': 0.0575, 'self-trained-error': 0.03, 'p': 0.20000000000000004, 'mu': 3, 'iter': 267}
{'baseline-error': 0.024, 'self-trained-error': 0.0195, 'p': 0.20000000000000004, 'mu': 3, 'iter': 268}
