{'baseline-error': 0.0955, 'self-trained-error': 0.0895, 'p': 0.15000000000000002, 'mu': 2, 'iter': 200}
{'baseline-error': 0.1285, 'self-trained-error': 0.1145, 'p': 0.15000000000000002, 'mu': 2, 'iter': 201}
{'baseline-error': 0.1255, 'self-trained-error': 0.0995, 'p': 0.15000000000000002, 'mu': 2, 'iter': 202}
{'baseline-error': 0.182, 'self-trained-error': 0.175, 'p': 0.15000000000000002, 'mu': 2, 'iter': 203}
{'baseline-error': 0.1255, 'self-trained-error': 0.1035, 'p': 0.15000000000000002, 'mu': 2, 'iter': 204}
{'baseline-error': 0.148, 'self-trained-error': 0.1625, 'p': 0.15000000000000002, 'mu': 2, 'iter': 205}
{'baseline-error': 0.104, 'self-trained-error': 0.099, 'p': 0.15000000000000002, 'mu': 2, 'iter': 206}
{'baseline-error': 0.139, 'self-trained-error': 0.1195, 'p': 0.15000000000000002, 'mu': 2, 'iter': 207}
{'baseline-error': 0.141, 'self-trained-error': 0.1405, 'p': 0.15000000000000002, 'mu': 2, 'iter': 208}
{'baseline-error': 0.1085, 'self-trained-error': 0.108, 'p': 0.15000000000000002, 'mu': 2, 'iter': 209}
{'baseline-error': 0.14, 'self-trained-error': 0.122, 'p': 0.15000000000000002, 'mu': 2, 'iter': 210}
{'baseline-error': 0.131, 'self-trained-error': 0.109, 'p': 0.15000000000000002, 'mu': 2, 'iter': 211}
{'baseline-error': 0.189, 'self-trained-error': 0.1935, 'p': 0.15000000000000002, 'mu': 2, 'iter': 212}
{'baseline-error': 0.121, 'self-trained-error': 0.098, 'p': 0.15000000000000002, 'mu': 2, 'iter': 213}
{'baseline-error': 0.1315, 'self-trained-error': 0.1325, 'p': 0.15000000000000002, 'mu': 2, 'iter': 214}
{'baseline-error': 0.144, 'self-trained-error': 0.119, 'p': 0.15000000000000002, 'mu': 2, 'iter': 215}
{'baseline-error': 0.1115, 'self-trained-error': 0.1105, 'p': 0.15000000000000002, 'mu': 2, 'iter': 216}
{'baseline-error': 0.103, 'self-trained-error': 0.0795, 'p': 0.15000000000000002, 'mu': 2, 'iter': 217}
{'baseline-error': 0.1515, 'self-trained-error': 0.1205, 'p': 0.15000000000000002, 'mu': 2, 'iter': 218}
{'baseline-error': 0.145, 'self-trained-error': 0.134, 'p': 0.15000000000000002, 'mu': 2, 'iter': 219}
{'baseline-error': 0.121, 'self-trained-error': 0.1135, 'p': 0.15000000000000002, 'mu': 2, 'iter': 220}
{'baseline-error': 0.1045, 'self-trained-error': 0.0895, 'p': 0.15000000000000002, 'mu': 2, 'iter': 221}
{'baseline-error': 0.145, 'self-trained-error': 0.143, 'p': 0.15000000000000002, 'mu': 2, 'iter': 222}
{'baseline-error': 0.1265, 'self-trained-error': 0.123, 'p': 0.15000000000000002, 'mu': 2, 'iter': 223}
