{'baseline-error': 0.144, 'self-trained-error': 0.1075, 'p': 0.20000000000000004, 'mu': 2, 'iter': 50}
{'baseline-error': 0.109, 'self-trained-error': 0.0925, 'p': 0.20000000000000004, 'mu': 2, 'iter': 51}
{'baseline-error': 0.1285, 'self-trained-error': 0.1295, 'p': 0.20000000000000004, 'mu': 2, 'iter': 52}
{'baseline-error': 0.101, 'self-trained-error': 0.0965, 'p': 0.20000000000000004, 'mu': 2, 'iter': 53}
{'baseline-error': 0.1305, 'self-trained-error': 0.12, 'p': 0.20000000000000004, 'mu': 2, 'iter': 54}
{'baseline-error': 0.1095, 'self-trained-error': 0.106, 'p': 0.20000000000000004, 'mu': 2, 'iter': 55}
{'baseline-error': 0.1035, 'self-trained-error': 0.1055, 'p': 0.20000000000000004, 'mu': 2, 'iter': 56}
{'baseline-error': 0.182, 'self-trained-error': 0.193, 'p': 0.20000000000000004, 'mu': 2, 'iter': 57}
{'baseline-error': 0.0935, 'self-trained-error': 0.079, 'p': 0.20000000000000004, 'mu': 2, 'iter': 58}
{'baseline-error': 0.1045, 'self-trained-error': 0.1015, 'p': 0.20000000000000004, 'mu': 2, 'iter': 59}
{'baseline-error': 0.0945, 'self-trained-error': 0.079, 'p': 0.20000000000000004, 'mu': 2, 'iter': 60}
{'baseline-error': 0.124, 'self-trained-error': 0.1145, 'p': 0.20000000000000004, 'mu': 2, 'iter': 61}
{'baseline-error': 0.1365, 'self-trained-error': 0.104, 'p': 0.20000000000000004, 'mu': 2, 'iter': 62}
{'baseline-error': 0.1035, 'self-trained-error': 0.1075, 'p': 0.20000000000000004, 'mu': 2, 'iter': 63}
{'baseline-error': 0.0915, 'self-trained-error': 0.087, 'p': 0.20000000000000004, 'mu': 2, 'iter': 64}
{'baseline-error': 0.1415, 'self-trained-error': 0.1395, 'p': 0.20000000000000004, 'mu': 2, 'iter': 65}
{'baseline-error': 0.145, 'self-trained-error': 0.1365, 'p': 0.20000000000000004, 'mu': 2, 'iter': 66}
{'baseline-error': 0.098, 'self-trained-error': 0.094, 'p': 0.20000000000000004, 'mu': 2, 'iter': 67}
{'baseline-error': 0.1215, 'self-trained-error': 0.1005, 'p': 0.20000000000000004, 'mu': 2, 'iter': 68}
{'baseline-error': 0.11, 'self-trained-error': 0.098, 'p': 0.20000000000000004, 'mu': 2, 'iter': 69}
{'baseline-error': 0.096, 'self-trained-error': 0.0865, 'p': 0.20000000000000004, 'mu': 2, 'iter': 70}
{'baseline-error': 0.1195, 'self-trained-error': 0.121, 'p': 0.20000000000000004, 'mu': 2, 'iter': 71}
{'baseline-error': 0.0735, 'self-trained-error': 0.0705, 'p': 0.20000000000000004, 'mu': 2, 'iter': 72}
{'baseline-error': 0.1125, 'self-trained-error': 0.096, 'p': 0.20000000000000004, 'mu': 2, 'iter': 73}
{'baseline-error': 0.1065, 'self-trained-error': 0.1075, 'p': 0.20000000000000004, 'mu': 2, 'iter': 74}
{'baseline-error': 0.1565, 'self-trained-error': 0.1695, 'p': 0.20000000000000004, 'mu': 2, 'iter': 75}
{'baseline-error': 0.1015, 'self-trained-error': 0.0855, 'p': 0.20000000000000004, 'mu': 2, 'iter': 76}
{'baseline-error': 0.102, 'self-trained-error': 0.0865, 'p': 0.20000000000000004, 'mu': 2, 'iter': 77}
{'baseline-error': 0.1095, 'self-trained-error': 0.1005, 'p': 0.20000000000000004, 'mu': 2, 'iter': 78}
{'baseline-error': 0.082, 'self-trained-error': 0.0895, 'p': 0.20000000000000004, 'mu': 2, 'iter': 79}
{'baseline-error': 0.098, 'self-trained-error': 0.0935, 'p': 0.20000000000000004, 'mu': 2, 'iter': 80}
{'baseline-error': 0.117, 'self-trained-error': 0.109, 'p': 0.20000000000000004, 'mu': 2, 'iter': 81}
{'baseline-error': 0.139, 'self-trained-error': 0.158, 'p': 0.20000000000000004, 'mu': 2, 'iter': 82}
{'baseline-error': 0.154, 'self-trained-error': 0.1445, 'p': 0.20000000000000004, 'mu': 2, 'iter': 83}
{'baseline-error': 0.122, 'self-trained-error': 0.114, 'p': 0.20000000000000004, 'mu': 2, 'iter': 84}
{'baseline-error': 0.0875, 'self-trained-error': 0.086, 'p': 0.20000000000000004, 'mu': 2, 'iter': 85}
{'baseline-error': 0.0935, 'self-trained-error': 0.0885, 'p': 0.20000000000000004, 'mu': 2, 'iter': 86}
{'baseline-error': 0.1185, 'self-trained-error': 0.121, 'p': 0.20000000000000004, 'mu': 2, 'iter': 87}
{'baseline-error': 0.112, 'self-trained-error': 0.0985, 'p': 0.20000000000000004, 'mu': 2, 'iter': 88}
{'baseline-error': 0.1335, 'self-trained-error': 0.091, 'p': 0.20000000000000004, 'mu': 2, 'iter': 89}
{'baseline-error': 0.1025, 'self-trained-error': 0.085, 'p': 0.20000000000000004, 'mu': 2, 'iter': 90}
