{'baseline-error': 0.0745, 'self-trained-error': 0.079, 'p': 0.40000000000000013, 'mu': 2, 'iter': 400}
{'baseline-error': 0.083, 'self-trained-error': 0.0825, 'p': 0.40000000000000013, 'mu': 2, 'iter': 435}
{'baseline-error': 0.0795, 'self-trained-error': 0.0795, 'p': 0.40000000000000013, 'mu': 2, 'iter': 436}
{'baseline-error': 0.089, 'self-trained-error': 0.09, 'p': 0.40000000000000013, 'mu': 2, 'iter': 437}
{'baseline-error': 0.0895, 'self-trained-error': 0.0885, 'p': 0.40000000000000013, 'mu': 2, 'iter': 438}
{'baseline-error': 0.071, 'self-trained-error': 0.071, 'p': 0.40000000000000013, 'mu': 2, 'iter': 439}
{'baseline-error': 0.0725, 'self-trained-error': 0.0755, 'p': 0.40000000000000013, 'mu': 2, 'iter': 440}
{'baseline-error': 0.0755, 'self-trained-error': 0.0755, 'p': 0.40000000000000013, 'mu': 2, 'iter': 441}
{'baseline-error': 0.0795, 'self-trained-error': 0.081, 'p': 0.40000000000000013, 'mu': 2, 'iter': 442}
{'baseline-error': 0.082, 'self-trained-error': 0.0805, 'p': 0.40000000000000013, 'mu': 2, 'iter': 443}
{'baseline-error': 0.088, 'self-trained-error': 0.09, 'p': 0.40000000000000013, 'mu': 2, 'iter': 444}
{'baseline-error': 0.084, 'self-trained-error': 0.085, 'p': 0.40000000000000013, 'mu': 2, 'iter': 445}
{'baseline-error': 0.087, 'self-trained-error': 0.0835, 'p': 0.40000000000000013, 'mu': 2, 'iter': 446}
{'baseline-error': 0.0855, 'self-trained-error': 0.0845, 'p': 0.40000000000000013, 'mu': 2, 'iter': 447}
{'baseline-error': 0.0685, 'self-trained-error': 0.0655, 'p': 0.40000000000000013, 'mu': 2, 'iter': 448}
{'baseline-error': 0.087, 'self-trained-error': 0.082, 'p': 0.40000000000000013, 'mu': 2, 'iter': 449}
