{'baseline-error': 0.085, 'self-trained-error': 0.092, 'p': 0.30000000000000004, 'mu': 2, 'iter': 350}
{'baseline-error': 0.0865, 'self-trained-error': 0.0855, 'p': 0.30000000000000004, 'mu': 2, 'iter': 351}
{'baseline-error': 0.107, 'self-trained-error': 0.1075, 'p': 0.30000000000000004, 'mu': 2, 'iter': 352}
{'baseline-error': 0.0945, 'self-trained-error': 0.0865, 'p': 0.30000000000000004, 'mu': 2, 'iter': 353}
{'baseline-error': 0.093, 'self-trained-error': 0.0935, 'p': 0.30000000000000004, 'mu': 2, 'iter': 354}
{'baseline-error': 0.0835, 'self-trained-error': 0.078, 'p': 0.30000000000000004, 'mu': 2, 'iter': 355}
{'baseline-error': 0.0965, 'self-trained-error': 0.088, 'p': 0.30000000000000004, 'mu': 2, 'iter': 356}
{'baseline-error': 0.082, 'self-trained-error': 0.0785, 'p': 0.30000000000000004, 'mu': 2, 'iter': 357}
{'baseline-error': 0.098, 'self-trained-error': 0.0945, 'p': 0.30000000000000004, 'mu': 2, 'iter': 358}
{'baseline-error': 0.082, 'self-trained-error': 0.082, 'p': 0.30000000000000004, 'mu': 2, 'iter': 359}
{'baseline-error': 0.083, 'self-trained-error': 0.082, 'p': 0.30000000000000004, 'mu': 2, 'iter': 360}
{'baseline-error': 0.088, 'self-trained-error': 0.0875, 'p': 0.30000000000000004, 'mu': 2, 'iter': 361}
{'baseline-error': 0.095, 'self-trained-error': 0.0975, 'p': 0.30000000000000004, 'mu': 2, 'iter': 362}
{'baseline-error': 0.0955, 'self-trained-error': 0.081, 'p': 0.30000000000000004, 'mu': 2, 'iter': 363}
{'baseline-error': 0.093, 'self-trained-error': 0.082, 'p': 0.30000000000000004, 'mu': 2, 'iter': 364}
{'baseline-error': 0.083, 'self-trained-error': 0.073, 'p': 0.30000000000000004, 'mu': 2, 'iter': 365}
{'baseline-error': 0.102, 'self-trained-error': 0.0955, 'p': 0.30000000000000004, 'mu': 2, 'iter': 366}
{'baseline-error': 0.0995, 'self-trained-error': 0.0895, 'p': 0.30000000000000004, 'mu': 2, 'iter': 367}
{'baseline-error': 0.087, 'self-trained-error': 0.086, 'p': 0.30000000000000004, 'mu': 2, 'iter': 368}
{'baseline-error': 0.0915, 'self-trained-error': 0.092, 'p': 0.30000000000000004, 'mu': 2, 'iter': 369}
{'baseline-error': 0.0925, 'self-trained-error': 0.091, 'p': 0.30000000000000004, 'mu': 2, 'iter': 370}
{'baseline-error': 0.117, 'self-trained-error': 0.1135, 'p': 0.30000000000000004, 'mu': 2, 'iter': 371}
{'baseline-error': 0.115, 'self-trained-error': 0.1145, 'p': 0.30000000000000004, 'mu': 2, 'iter': 372}
{'baseline-error': 0.1035, 'self-trained-error': 0.0885, 'p': 0.30000000000000004, 'mu': 2, 'iter': 373}
{'baseline-error': 0.093, 'self-trained-error': 0.0875, 'p': 0.30000000000000004, 'mu': 2, 'iter': 374}
{'baseline-error': 0.118, 'self-trained-error': 0.118, 'p': 0.30000000000000004, 'mu': 2, 'iter': 375}
