{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 50}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 51}
{'baseline-error': 0.0005, 'self-trained-error': 0.001, 'p': 0.40000000000000013, 'mu': 5, 'iter': 52}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 53}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 54}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 55}
{'baseline-error': 0.0005, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 56}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 57}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 58}
{'baseline-error': 0.0005, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 59}
{'baseline-error': 0.0005, 'self-trained-error': 0.001, 'p': 0.40000000000000013, 'mu': 5, 'iter': 60}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 61}
{'baseline-error': 0.0, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 62}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 63}
{'baseline-error': 0.0, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 64}
{'baseline-error': 0.0005, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 65}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 66}
{'baseline-error': 0.0005, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 67}
{'baseline-error': 0.0005, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 68}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 69}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 70}
{'baseline-error': 0.002, 'self-trained-error': 0.001, 'p': 0.40000000000000013, 'mu': 5, 'iter': 71}
{'baseline-error': 0.0005, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 72}
{'baseline-error': 0.0005, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 73}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 74}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 75}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 76}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 77}
{'baseline-error': 0.001, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 78}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 79}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 80}
{'baseline-error': 0.001, 'self-trained-error': 0.001, 'p': 0.40000000000000013, 'mu': 5, 'iter': 81}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 82}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 83}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 84}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 85}
{'baseline-error': 0.001, 'self-trained-error': 0.001, 'p': 0.40000000000000013, 'mu': 5, 'iter': 86}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 87}
{'baseline-error': 0.0005, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 88}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 89}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 90}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 91}
{'baseline-error': 0.001, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 92}
{'baseline-error': 0.0, 'self-trained-error': 0.0, 'p': 0.40000000000000013, 'mu': 5, 'iter': 93}
{'baseline-error': 0.001, 'self-trained-error': 0.001, 'p': 0.40000000000000013, 'mu': 5, 'iter': 94}
{'baseline-error': 0.001, 'self-trained-error': 0.0005, 'p': 0.40000000000000013, 'mu': 5, 'iter': 95}
