{'baseline-error': 0.0795, 'self-trained-error': 0.0785, 'p': 0.3500000000000001, 'mu': 2, 'iter': 150}
{'baseline-error': 0.089, 'self-trained-error': 0.089, 'p': 0.3500000000000001, 'mu': 2, 'iter': 151}
{'baseline-error': 0.079, 'self-trained-error': 0.0775, 'p': 0.3500000000000001, 'mu': 2, 'iter': 152}
{'baseline-error': 0.0755, 'self-trained-error': 0.0775, 'p': 0.3500000000000001, 'mu': 2, 'iter': 153}
{'baseline-error': 0.099, 'self-trained-error': 0.0985, 'p': 0.3500000000000001, 'mu': 2, 'iter': 154}
{'baseline-error': 0.091, 'self-trained-error': 0.0885, 'p': 0.3500000000000001, 'mu': 2, 'iter': 155}
{'baseline-error': 0.087, 'self-trained-error': 0.0855, 'p': 0.3500000000000001, 'mu': 2, 'iter': 156}
{'baseline-error': 0.095, 'self-trained-error': 0.083, 'p': 0.3500000000000001, 'mu': 2, 'iter': 157}
{'baseline-error': 0.0945, 'self-trained-error': 0.091, 'p': 0.3500000000000001, 'mu': 2, 'iter': 158}
{'baseline-error': 0.073, 'self-trained-error': 0.0795, 'p': 0.3500000000000001, 'mu': 2, 'iter': 159}
{'baseline-error': 0.103, 'self-trained-error': 0.1035, 'p': 0.3500000000000001, 'mu': 2, 'iter': 160}
{'baseline-error': 0.0745, 'self-trained-error': 0.076, 'p': 0.3500000000000001, 'mu': 2, 'iter': 161}
{'baseline-error': 0.1, 'self-trained-error': 0.1035, 'p': 0.3500000000000001, 'mu': 2, 'iter': 162}
{'baseline-error': 0.0955, 'self-trained-error': 0.0945, 'p': 0.3500000000000001, 'mu': 2, 'iter': 163}
{'baseline-error': 0.0785, 'self-trained-error': 0.076, 'p': 0.3500000000000001, 'mu': 2, 'iter': 164}
{'baseline-error': 0.085, 'self-trained-error': 0.084, 'p': 0.3500000000000001, 'mu': 2, 'iter': 165}
{'baseline-error': 0.088, 'self-trained-error': 0.077, 'p': 0.3500000000000001, 'mu': 2, 'iter': 166}
{'baseline-error': 0.0825, 'self-trained-error': 0.082, 'p': 0.3500000000000001, 'mu': 2, 'iter': 167}
{'baseline-error': 0.09, 'self-trained-error': 0.0895, 'p': 0.3500000000000001, 'mu': 2, 'iter': 168}
{'baseline-error': 0.1005, 'self-trained-error': 0.1015, 'p': 0.3500000000000001, 'mu': 2, 'iter': 169}
{'baseline-error': 0.08, 'self-trained-error': 0.082, 'p': 0.3500000000000001, 'mu': 2, 'iter': 170}
{'baseline-error': 0.077, 'self-trained-error': 0.078, 'p': 0.3500000000000001, 'mu': 2, 'iter': 171}
{'baseline-error': 0.076, 'self-trained-error': 0.0785, 'p': 0.3500000000000001, 'mu': 2, 'iter': 172}
{'baseline-error': 0.0955, 'self-trained-error': 0.0915, 'p': 0.3500000000000001, 'mu': 2, 'iter': 173}
{'baseline-error': 0.1065, 'self-trained-error': 0.1055, 'p': 0.3500000000000001, 'mu': 2, 'iter': 174}
{'baseline-error': 0.0965, 'self-trained-error': 0.097, 'p': 0.3500000000000001, 'mu': 2, 'iter': 175}
{'baseline-error': 0.107, 'self-trained-error': 0.106, 'p': 0.3500000000000001, 'mu': 2, 'iter': 176}
{'baseline-error': 0.084, 'self-trained-error': 0.0825, 'p': 0.3500000000000001, 'mu': 2, 'iter': 177}
{'baseline-error': 0.0865, 'self-trained-error': 0.088, 'p': 0.3500000000000001, 'mu': 2, 'iter': 178}
{'baseline-error': 0.084, 'self-trained-error': 0.0855, 'p': 0.3500000000000001, 'mu': 2, 'iter': 179}
{'baseline-error': 0.076, 'self-trained-error': 0.075, 'p': 0.3500000000000001, 'mu': 2, 'iter': 180}
{'baseline-error': 0.0865, 'self-trained-error': 0.0815, 'p': 0.3500000000000001, 'mu': 2, 'iter': 181}
{'baseline-error': 0.0875, 'self-trained-error': 0.0865, 'p': 0.3500000000000001, 'mu': 2, 'iter': 182}
