{'baseline-error': 0.1965, 'self-trained-error': 0.179, 'p': 0.1, 'mu': 2, 'iter': 50}
{'baseline-error': 0.1125, 'self-trained-error': 0.122, 'p': 0.1, 'mu': 2, 'iter': 51}
{'baseline-error': 0.1965, 'self-trained-error': 0.1595, 'p': 0.1, 'mu': 2, 'iter': 52}
{'baseline-error': 0.161, 'self-trained-error': 0.147, 'p': 0.1, 'mu': 2, 'iter': 53}
{'baseline-error': 0.127, 'self-trained-error': 0.0975, 'p': 0.1, 'mu': 2, 'iter': 54}
{'baseline-error': 0.1995, 'self-trained-error': 0.2175, 'p': 0.1, 'mu': 2, 'iter': 55}
{'baseline-error': 0.1415, 'self-trained-error': 0.125, 'p': 0.1, 'mu': 2, 'iter': 56}
{'baseline-error': 0.174, 'self-trained-error': 0.165, 'p': 0.1, 'mu': 2, 'iter': 57}
{'baseline-error': 0.163, 'self-trained-error': 0.16, 'p': 0.1, 'mu': 2, 'iter': 58}
{'baseline-error': 0.161, 'self-trained-error': 0.126, 'p': 0.1, 'mu': 2, 'iter': 59}
{'baseline-error': 0.1985, 'self-trained-error': 0.197, 'p': 0.1, 'mu': 2, 'iter': 60}
{'baseline-error': 0.15, 'self-trained-error': 0.1085, 'p': 0.1, 'mu': 2, 'iter': 61}
{'baseline-error': 0.138, 'self-trained-error': 0.1345, 'p': 0.1, 'mu': 2, 'iter': 62}
{'baseline-error': 0.174, 'self-trained-error': 0.1595, 'p': 0.1, 'mu': 2, 'iter': 63}
{'baseline-error': 0.141, 'self-trained-error': 0.136, 'p': 0.1, 'mu': 2, 'iter': 64}
{'baseline-error': 0.19, 'self-trained-error': 0.1575, 'p': 0.1, 'mu': 2, 'iter': 65}
{'baseline-error': 0.3505, 'self-trained-error': 0.3595, 'p': 0.1, 'mu': 2, 'iter': 66}
{'baseline-error': 0.1875, 'self-trained-error': 0.16, 'p': 0.1, 'mu': 2, 'iter': 67}
{'baseline-error': 0.119, 'self-trained-error': 0.1125, 'p': 0.1, 'mu': 2, 'iter': 68}
{'baseline-error': 0.1565, 'self-trained-error': 0.127, 'p': 0.1, 'mu': 2, 'iter': 69}
{'baseline-error': 0.204, 'self-trained-error': 0.176, 'p': 0.1, 'mu': 2, 'iter': 70}
{'baseline-error': 0.158, 'self-trained-error': 0.1615, 'p': 0.1, 'mu': 2, 'iter': 71}
{'baseline-error': 0.1865, 'self-trained-error': 0.179, 'p': 0.1, 'mu': 2, 'iter': 72}
{'baseline-error': 0.1, 'self-trained-error': 0.094, 'p': 0.1, 'mu': 2, 'iter': 73}
{'baseline-error': 0.2435, 'self-trained-error': 0.246, 'p': 0.1, 'mu': 2, 'iter': 74}
{'baseline-error': 0.1925, 'self-trained-error': 0.153, 'p': 0.1, 'mu': 2, 'iter': 75}
{'baseline-error': 0.303, 'self-trained-error': 0.306, 'p': 0.1, 'mu': 2, 'iter': 76}
{'baseline-error': 0.109, 'self-trained-error': 0.101, 'p': 0.1, 'mu': 2, 'iter': 77}
{'baseline-error': 0.207, 'self-trained-error': 0.2135, 'p': 0.1, 'mu': 2, 'iter': 78}
{'baseline-error': 0.213, 'self-trained-error': 0.194, 'p': 0.1, 'mu': 2, 'iter': 79}
{'baseline-error': 0.131, 'self-trained-error': 0.13, 'p': 0.1, 'mu': 2, 'iter': 80}
{'baseline-error': 0.1775, 'self-trained-error': 0.1605, 'p': 0.1, 'mu': 2, 'iter': 81}
{'baseline-error': 0.1295, 'self-trained-error': 0.1125, 'p': 0.1, 'mu': 2, 'iter': 82}
{'baseline-error': 0.1695, 'self-trained-error': 0.1695, 'p': 0.1, 'mu': 2, 'iter': 83}
{'baseline-error': 0.2005, 'self-trained-error': 0.143, 'p': 0.1, 'mu': 2, 'iter': 84}
{'baseline-error': 0.153, 'self-trained-error': 0.1395, 'p': 0.1, 'mu': 2, 'iter': 85}
{'baseline-error': 0.153, 'self-trained-error': 0.107, 'p': 0.1, 'mu': 2, 'iter': 86}
{'baseline-error': 0.158, 'self-trained-error': 0.16, 'p': 0.1, 'mu': 2, 'iter': 87}
{'baseline-error': 0.161, 'self-trained-error': 0.156, 'p': 0.1, 'mu': 2, 'iter': 88}
{'baseline-error': 0.2235, 'self-trained-error': 0.2145, 'p': 0.1, 'mu': 2, 'iter': 89}
{'baseline-error': 0.169, 'self-trained-error': 0.1625, 'p': 0.1, 'mu': 2, 'iter': 90}
{'baseline-error': 0.1925, 'self-trained-error': 0.1595, 'p': 0.1, 'mu': 2, 'iter': 91}
{'baseline-error': 0.2255, 'self-trained-error': 0.2205, 'p': 0.1, 'mu': 2, 'iter': 92}
{'baseline-error': 0.178, 'self-trained-error': 0.167, 'p': 0.1, 'mu': 2, 'iter': 93}
{'baseline-error': 0.2375, 'self-trained-error': 0.238, 'p': 0.1, 'mu': 2, 'iter': 94}
{'baseline-error': 0.2085, 'self-trained-error': 0.176, 'p': 0.1, 'mu': 2, 'iter': 95}
{'baseline-error': 0.159, 'self-trained-error': 0.1565, 'p': 0.1, 'mu': 2, 'iter': 96}
{'baseline-error': 0.2665, 'self-trained-error': 0.262, 'p': 0.1, 'mu': 2, 'iter': 97}
{'baseline-error': 0.2005, 'self-trained-error': 0.177, 'p': 0.1, 'mu': 2, 'iter': 98}
{'baseline-error': 0.148, 'self-trained-error': 0.131, 'p': 0.1, 'mu': 2, 'iter': 99}
